text,target
새로운 습관을 길러내기 위해 '왜 아이디어가 오지 않는가?'에 대한 책이 출간되었다.,0
법정 절차의 복잡성으로 인해 판사들이 소규모 사건 처리에 직접 참여하는 사례가 늘어나고 있다.,0
MLB 플레이오프에서 양키스의 벌랜더가 또 한 번 대역전을 일으킨다,1
한국 야구 역사상 최초로 3명의 선수가 동시에 MVP에 오른다,1
"유럽 챔피언스리그에서 레알 마드리드가 분할 정복, 결승 진출 확정",1
신인 작가 9명이 한 번에 데뷔하여 출판계에 파동을 일으킨다,1
박민이 UWS 펀드 1차 투자에서 성공적인 출발을 함,1
"축구대표팀, 9월 내내 코스타리카와 칠레와 평가전을 갖는다",1
2자 배구 리그 기간 동안 7명의 선수로 구성된 국가대표팀 명단 발표,1
"박·김·재, 한 시즌 최다 홈런 기록을 새로 세운다",1
"유영준, 웨이 선수의 경고에도 불구하고 805억 납부 의무를 지키지 못함",1
정우영 없이도 중원 라인업에 구자철과 황인범이 자리를 차지할 가능성 높아짐,1
한반도 정상회담의 가능성에 대한 여론이 높아지고 있다.,2
북한의 미사일 도발에 대한 국제사회의 반응이 강해지고 있다.,2
한국 정부는 자2시장 활성화를 위한 특별 포럼을 개최한다.,2
더불어민주당은 난민 문제를 해결하기 위한 연대 합의를 맺었다.,2
세종시가 일자리 정책 구상을 발표했다.,2
한국 사회는 朴 대통령의 북한과의 외교 노력에 대해 걱정하고 있다.,2
한국 정당들은 북한 문제에 대해 적극적인 대응을 모색 중이다.,2
문 대통령의 북한 대응 방침에 대한 비판이 높아지고 있다.,2
한국 사회는 단체 복귀를 촉구하는 목소리가 높아지고 있다.,2
"평화와 번영, 통일이라는 소망이 한국 사회 전반에 퍼져 있다.",2
"KEB하나은행, 지역사회 발전에 기여하는 호국보훈대회의 후원으로 대우선 해양에 LNG 운송 계약을 수주",3
위안부 피해자들의 이야기를 담은 그림 전시회가 제주에서 열린다,3
"한국언론진흥재단, 지방선거 기간 중 부당한 보도로 인한 제재 사례를 발표",3
제주 앞니 정책에 관한 과학기술 연기관장의 발언이 전해진다,3
학교 게시판에서 KISA의 이동통신 대리점 스팸 방지 교육이 강조된다,3
이강택 전 주 교통방송 대표가 재단법인화의 초대 대표로 선임된다,3
"게판 통신, 카톡 대신 전통 방식으로 2편입 모집생을 모집한다",3
남태양이 추락한 톈궁산의 위기 상황이 해제되었다는 기쁜 소식 전해진다,3
KEB하나은행이 지역사회 발전을 위해 호국보훈대회 후원에 나서,3
한국의 IT 기업들이 자체 AI 플랫폼 구축에 적극 나서고 있다,3
"불법 약물 매장 압수, 경찰 수사에 큰 도움 될 것으로 예상",4
"네이버, 이미지 검색에 AI 기술 적용으로 혁신 추진",4
"구글, 3세대 크롬캐스트 출시로 가전 시장 선도",4
"우주 탐사, 거대한 삼각형 구조물 39광년 떨어진 곳에서 발견",4
"네이버 이미지 검색, 자연어 자동 추천 기능으로 성장 가속",4
중국의 스마트폰 점유율 상승 압박 속에서 글로벌 1위 지속,4
"KT, 삼성 갤럭시8 사전예약 시작...5일 출시 기대감 상승",4
약품 판매량 급감에 따른 약품 가격 하락 추세 지속,4
"LRU록체인 기술, 보험 산업 혁신의 핵심 기술로 각광 받음",4
"노숙자 지원 정책, 장기화된 노숙 문제 해결을 위한 노력 필요",4
펀드 투자 이벤트가 활발해지면서 주식시장에 미치는 영향 분석,5
"현대차그룹의 3세대 경영 전환, 기업 전략 변화 전망",5
해제과식품 등 28만 주식의 주가 상승 기대감 상승,5
아주대학교 전 회장의 후배 중 한 명이 운전 사고로 사망,5
수출 감소 추세가 둔화되나 장기적 안정성에 대한 우려 지속,5
두산밥캣의 혁신 제품 '맥스 컨트롤'이 2019년 최고상 수상,5
"LH 주택 공급 확대 계획 발표, 지역 주택 가격 안정 기대",5
SK브로드밴드 멤버십 서비스의 혜택 강화로 이용자 만족도 상승,5
주택과 자동차 금융 등 4개 분야의 협력체계 구축 추진,5
재벌닷컴의 재벌 총수들의 자택 공시가격 상승 추세 지속,5
베네수엘라 이민자들의 인상적인 노래 실력이 국제 사회의 주목을 받다,6
"필리핀에 불법으로 수출된 한국 폐기물, 환경 파괴 우려 증폭",6
"소말리아에서 차량 폭탄 테러로 인한 민간인 대량 사망 사건, 국제사회 반발",6
이스라엘 군사 작전으로 집 전체 파괴된 민간인 가족의 슬픔,6
"페이스북 메시지 서비스의 암호화 강화 요구, 미국 법무장관에 제기",6
유엔 A4 공습으로 인한 민간인 대량 사망에 국제사회의 분노 증폭,6
"베네수엘라 이민자들의 거리 공연, 희망의 메시지 전달에 기여",6
"소말리아 테러 공격의 희생자들, 국제사회에 호소",6
"한국 폐기물 불법 수출, 필리핀 환경 파괴 위협에 대한 국제적 우려 증폭",6
"A4 공습으로 인한 민간인 대량 희생, 국제 인권 단체의 강력한 비판",6
전국적인 강풍 경보 발령으로 제주도 남해안에 비태풍 영향,0
"류현진, 올시즌 첫 팬미팅에서 새로운 시즌 준비에 대한 열정을 표명",1
"문 대통령, 호주 총리와의 친선축구 경기에서 1-1 무승부를 기록하며 우정을 다졌다",1
"류현진, MLB 첫 승을 거두며 두 번째 팀 선발 투수로 자리매김",1
"넥센 히어로즈, 전지훈련 마치고 귀국 후 김지수와 신재영이 캠프 MVP로 선정",1
"바르셀로나, 이승우를 임대하여 AG에서 경쟁력 강화",1
"최지만, 연속 두 경기에서 안타를 기록하며 타율 0.269로 꾸준한 성장을 보인다",1
"아게오 대농, 38표 차지해 8강 진출에 실패",1
"배건우 부상으로 올스타 출전 무산, 노수광이 대체 선발로 발탁",1
"김학범, 아시안게임 경기장 잔디 상태를 점검하며 중동 팀 응원에 앞장서",1
몸무게에 따른 부동산 지분 인센티브가 포함된 재미있는 MLB 선수 계약 조건들,1
정치적 갈등 속에서 황교안 나경원 패스트트랙 사건의 진상 규명이 시급하다.,2
북한의 무수단 미사일 발사 준비에 대한 군사적 대비책 강화가 필요하다.,2
홍문종 열 체포 동의안에 대한 의회 내 분열이 심화되고 있다.,2
"국방과학연수의 0해 달라는 총리의 지시가 내달린 가운데, 국NC민당의 당 향내 성과 출하 압박이 가중되고 있다.",2
청원의 중복 참여 문제가 제기되면서 카카오톡 참여를 임시 중단했다.,2
남북 정상회담 보고 청취를 앞두고 국민들의 기대감이 크게 상승했다.,2
북한의 대남 테러 예상공격에 대한 사이버 테러 가능성도 우려되고 있다.,2
정치적 갈등 속에서 류희인 본부장의 개회사가 주목받고 있다.,2
황교안 총리가 각 부처에 비상 대비태세를 철저히 강구하라고 지시했다.,2
홍영표 의원의 사과 책임에 대한 논란이 여전히 계속되고 있다.,2
KAIST 교수 오준호 등과 같은 우수한 과학자들의 공로 인정 받기 위한 과학기술훈장 수여 확대 추진,3
전북 지역 대학들의 등록금 동결 결정에 따른 학부모들의 경제적 부담 완화 효과 분석,3
해외취업을 위한 화상면접 주간 행사 2021년에도 지속 확대될 전망,3
인터넷 신문위원회가 주도하는 언론 분쟁 대응 및 교육 프로그램의 필요성 강조,3
한국항공우주연구원 발사체 사업단과 같은 과학기술 발전의 주역들에 대한 올해의 과학자상 수여 확대,3
세미컨덕터 산업계 내 직무 집행에 대한 가처분 소송의 영향 분석,3
SK텔레콤이 충청 지역 폭우 피해 복구 작업의 효율성 검토,3
경찰관의 채권 신체 3단계 논란에 대한 사회적 인식 개선 방안 모색,3
저임금 인상 요구를 위한 사용자 단체의 삭감 안정 정책에 대한 평가,3
사고 발생 시 주변 시민들의 눈치와 범죄 예방에 미치는 '7+2' 스피싱 전략 검토,3
"IT 기업들, 자체 인공지능 플랫폼 개발에 힘쓰는 가운데 SK와 IBM이 협력해 '왓 반 인공지능' 브랜드를 론칭",4
"최근의 IT 트렌드에 맞춰, CPU 칩셋 보안 결함에 대한 대대적인 패치가 스마트폰과 PC에 걸쳐 진행 중",4
"식당 예약을 AI로 대신하는 서비스가 늘어나고 있어, 소비자들은 편리함을 누리지만 업계 내 경쟁 심화 우려",4
"CJ 엔터테인먼트, 크리에이티브 서포트 5 시스템 구축을 통해 콘텐츠 제작 효율성 향상 추진",4
"항생제 제조에 사용되는 유전자 단백질의 생산 과정에서 버퍼링 문제가 발생, 제조업에 차질을 빚어",4
갤럭시8 데스크탑을 지원하는 최적화된 오피스 앱이 출시되어 업무 효율성 증진 기대감 상승,4
"신전자 쓰재지사 추진에 따라, 전자산업의 미래 성장 동력이 될 수 있는 기술 개발이 가속화될 전망",4
네이버의 인공지능 기술을 활용한 식당 예약 AI 콜 서비스가 공개되어 소비자,4
필리핀의 랜드뱅크 리잘상업은행 인수에 한진중공업의 지분이 들어갔다는 소식입니다.,5
국토부 차관이 지방 미분양 보조금 문제를 매수자 입장에서 긍정적으로 평가하고 있습니다.,5
최근 6개 아파트의 매매가격지수 변동률이 주목받고 있습니다.,5
두산밥캣의 맥스컨트롤이 2019년 혁신제품 골드상을 수상했습니다.,5
더치 카페가 OPC를 통해 7래작을 선보였습니다.,5
"넷마블의 신작이 대박을 터트리며 1등을 차지했고, 첫 깜짝 보너스를 선사했습니다.",5
부동산 소유권 이전 등기 절차를 간편하게 하는 특별조치법 시행령이 국회 통과되었습니다.,5
부산코오롱하늘채가 1위에 올라 3만여명의 관심을 모았습니다.,5
한진그룹 전 인사장 인사조현아가 인사 명단에서 빠진 사실이 밝혀졌습니다.,5
2016년 대비 855억 원 이상 증가한 9178억 원의 년북공동기금이 발표되�,5
홍콩 시민들의 민주주의 요구에 대한 국제사회의 관심 증가,6
아베 총리의 국민 지지율 하락에 따른 내정정책 평가의 부진,6
미국 제재 확대에 따른 세계 에너지 시장 불안 증대,6
국제 노동 조합의 해외 활동 강화 추세,6
미디어의 정치적 편향성에 대한 미국 시민들의 우려 증폭,6
미국의 군사적 역량 강화를 위한 인프라 투자 확대,6
팔레스타인과 이스라엘 간 지속적인 군사 충돌로 인한 인도주의적 위기,6
아랍에미리트(UAE)의 행정부 장관이 내일 한국 방문 예정,6
"세계 각국이 무인 항공기 기술 개발에 적극 나서고 있는 가운데, 규제 강화 필요성 논의",6
국제사회가 시리아 내 정권의 인권 침해에 대해 강력히 비판하고 있는 상황,6
한파로 인해 서울의 갯벌 지역이 얼어붙음,0
일본어 미술 전시 'Nan'이 서울 사진미술관에서 개최,0
서울에서 열린 화천산 천어 축제에 100만 명이 참여,0
교영풍양강 도로 인근의 서울문고 풍경이 인기를 끌고 있음,0
CCQ 더기 4 확산 방지를 위해 11주말 야외 활동 제한,0
미생 일본어와 주최하는 미상 우수상 시상식에서 수상자 구성,0
3동에 신 촛불의 눈이 뜨여 관광객들의 이목을 끌고 있음,0
사진작가만의 전시 'Nan'이 거리 미술관에서 열림,0
겨울철 갯벌도 한파에 의해 얼음으로 변함,0
서울 시민들은 추운 겨울 날씨에도 불구하고 쪽배잔치를 즐기고 있음,0
스포츠 경기 결과에 대한 팬들의 반응이 SNS에서 폭로되고 있다.,1
러시아 배구 대표팀의 코치가 유니폼 논란에 휘말렸다.,1
수원 현대의 감독이 빠른 템포로 팀을 이끌어 나갈 것이라 전망된다.,1
축구 역사상 4회 우승을 한 이탈리아가 이번 대회에서 큰 어려움에 부딪히고 있다.,1
토트넘의 포체티노 감독이 팀의 전술 변화에 대해 암시하는 발언을 했다.,1
최근 경기에서 우리카드 KB의 패배가 팀 내부 문제로 이어지고 있다는 우려가 제기되고 있다.,1
아메리칸 메이저리그에서 신인 선수의 데뷔 홈런이 팀에 활력을 불어넣었다.,1
유명 야구 선수 류현진이 개인 홈런을 치고 팀 동료들의 대량 득점에 기여했다.,1
아가메즈 선수의 개인 득점이 팀의 전체 성적에 큰 영향을 미치고 있다는 평가가 나온다.,1
시라리 개가 8대에서 우승을 차지한 후에도 주목받고 있다.,1
"한국 정부, 북한과의 경제 협력 강화를 위한 법안 발의",2
국회에서 빈자리 없이 열린 세종 국무회의,2
"박 대통령, 북한 핵 문제 해결을 우선시하고 국제 공조 강화 주장",2
"여당과 야당, 다음 총선 전략 구상에 몰두",2
"북한의 10년 만의 핵실험 후, 김정은의 다음 도발 시기 예측에 관심",2
"김 부장관, 중국 베이징의 경제 기술 발전 현장 방문 중",2
박씨 뇌사 환자의 치료비 중 2/3 보조금 지급 결정,2
"북한, 평양에서 반미 교육 방송 중계를 강화",2
"브렉시트 후 64세계 경제 포럼, 영국의 결과적 변화 주목",2
"한국과 중국, 양국 교류 증진을 위한 문화 교류 협정 체결",2
정부 기관인 과기부의 최근 업무 추진 속도에 대한 관심이 높아지고 있다.,3
한양대학교에서 매년 시상하는 '한양언론인상'에서 임철순 교수와 이숙영 교수가 수상했다.,3
장애인 시민단체인 '직언론인조족장애인시'가 사회적 인식을 높이기 위한 활동을 전개 중이다.,3
시흥시가 민선 7기 기간 동안 10만 개의 일자리를 창출하는 데 주력하고 있다.,3
울산 중부지역에서는 경력단절 여성 19명 등 취업 지원을 위한 직업교육 프로그램이 활발히 진행되고 있다.,3
소상공인들을 위한 디지털 금융 서비스인 '장님 키지'가 새롭게 출시되었다.,3
보령시가 시민의 삶의 질 향상을 위해 공무원을 적극 채용하고 있다.,3
경북도의 초등학생들을 위한 부지 선정 과정이 활발히 진행 중이다.,3
APTLD(Asia Pacific Top-Level Domain)의 책임연구원으로 박민정 박사(KISA)가 선출되었다.,3
대학 졸업 후 학생들에게 학사·석사 학위 취득 시 규정 사항을 철저히 준수할 것을 당부하고 있다.,3
"인공지능 기반의 웨어러블 기기, 건강 관리 시장에 새로운 패러다임 제시",4
제조업 그래픽 데이터 분석으로 부채 관리 개선 추진,5
미국의 블컨 북방 네덜란드 호르무즈 파병 요청에 대한 국제적 반응,6
지구 온난화 임계 온도 15도 달성에 대한 세계적 시위 촉구,6
미국과 한국 간의 방위비 분담 문제 해결을 위한 다방면 협상 필요성,6
400년 전 일본 여성이 건너간 조선의 첫 도공 백파선 기록,6
인도에서 120개 언어 중 하나로 지정될 국어에 대한 찬반 논란,6
미국 정부가 야권 파업에 대한 소송을 제기한 영국 부모의 아들 사망 사건,6
미국 기업들이 자체 AI 플랫폼 구축에 적극 나서고 있는 현상,6
군부에 굴복하지 않는 야권 파업안에 대한 예상 반응,6
스마트 홈 기기 시장 점유율 상승에 기여하는 인공지능 기술,6
북미 간의 차기 접촉 결과가 미국의 새로운 행정부에 전달될 예정,6
전국에 걸친 비 후반의 찜통 더위가 화요일까지 이어질 예정,0
충북 지역은 한여름의 무더위에도 불구하고 맑은 날씨를 기대할 수 있음,0
강원도 대부분 지역은 열대야 상태에 빠지면서 기온이 30도를 넘음,0
충북 지역의 천재교육 발전을 주제로 한 '38회 한국출판학회상'에서 수상작 선정,0
620년 역사를 자랑하는 모스크바 스레텐스키 절 합창단이 내주 내한,0
시민들의 관심을 끄는 'Renden' 전시가 야간 관람으로 인기를 끌고 있음,0
고온과 함께 75도의 기온 차가운 낮 시간을 맞이할 전망,0
역사 속 인간의 어리석음과 선택의 반복을 되새기며 성찰할 필요가 있음,0
강릉 등 일부 지역은 밤낮이 없는 무더위 속 30도를 넘는 기온을 기록,0
가곡과 동요의 아름다운 선율이 시민들의 귀를 사로잡고 있음,0
"축구연맹, 내년 월드컵 준비를 위한 새로운 감독 선임 계획 발표",1
"KBO리그, 성적 부진 팀에 대한 조치 강화 추진",1
"류현진, 추신수와 함께 한 팀에서의 특별한 경쟁 기대감 상승",1
"SK 와이번스, 최정신의 홈런왕 3연패로 시리즈 승리",1
"차범근 감독, 나현진과 손아섭의 역할 강조",1
"야구 팬들, 에인절의 주루에 대한 의문 제기",1
"박기원 감독, 승리에도 불구하고 팀 내 문제 해결을 위한 조치 추진",1
"월드컵 감독 신태용, 유임 여부에 대한 독일의 설문조사 결과 발표",1
"아센 ZR, 최소 67MR 감축을 위한 새로운 방안 마련",1
"축구연맹, 70회 회장으로 강 GD감독 임명",1
"세브란스병원, 내부 핵무장 논란에 대한 대응 방안 마련 중",2
"한국당, 대구시장 및 경북지사 후보 선출 과정에 대한 내부 논의 재개",2
홍윤식 청문회 총선 관리에 대한 지속적인 정책 질의 속보,2
"대통령 RZ, 주 YO 지역 핵심 과학 연구개발 지원 강화 발표",2
"김정은 북한 지도자, 하노이 방문 전망에 대한 국제사회의 기대 고조",2
정현 대마더민 경쟁에서 새로운 도전자가 등장,2
"더민주당, 보수당의 결집을 비판하는 국민의당의 정부에 대한 북풍 정책 지시",2
"렘린궁, 김정은 북한 지도자의 러시아 방문에 대한 분석 및 전망 제시",2
테니스 대마더민 경쟁에서 새로운 경쟁 구도 형성,2
"국제사회, 북한의 핵 무기 개발에 대한 우려와 대응 방안 모색",2
정치적 갈등 속 PD호동 외 5인과의 서면합의 개정안 제안에 대한 여론 조사 결과 발표,3
카카오톡 개인정보 유출 사건에 대한 정부의 대응 방안 논의 중,3
"애플, 김영란법 위반 사례에 대한 공식 사과와 보상 방안 마련 추진",3
황 단식 중단에 대한 청와대의 패스 결정에 대한 여론 조사 결과 발표,3
건설업계 부실 벌점 개정안에 대한 시민단체의 반대 의견과 대안 제시,3
전남도의회 누리예산 추경 심의가 보류되면서 시민단체의 불만 증폭,3
"르노삼성자동차, 2018년 협력업체 컨벤션의 성과와 영향 분석",3
한국의 초미세먼지 문제가 세계적 관점에서 주요 이슈로 대두됨,3
전북 지역 주요 대학들의 등록금 동결 결정에 대한 학부모들의 반응과 평가,3
정부의 물가 안정 정책이 한계에 부딪혀 시민들의 불안 증폭,3
짝단백질의 생체 역할 변화에 따른 법적 규제 강화 추진,4
AI 기반 상담 로봇의 확대 배치로 경원 상담 품질 향상 기대,4
통신사 맞춤형 서비스 확대에 따른 SKT 네트워크 업그레이드 속보,4
"천진우 배구단, LG Chem 후원으로 국제대회 출전 확정",4
"구글 홈 대신 LG전자, 미국 시장에 자사 AI 기기 선보임",4
"포스코ICT, 스마트 솔루션 개발로 미래 산업 선도 역할 기대",4
"알파고의 아버지 허사비스, 바둑에 대한 열정이 과연 무엇인가",4
"불법 거래 단체, 1갤럭시 9 CJ 매장에 645만 원 규모의 불법재산 압수",4
"애플 앱스토어, 우버 앱의 사생활 침해 우려로 삭제 검토 중",4
"신망8단 슈퍼스타, 5관왕 획득 앞둔 올림픽 대회 참가 확정",4
건설업계의 변화와 발전을 이끌던 박창규 전 롯데건설 사장의 사망 소식에 애도하는 목소리가 나오고 있다.,5
코오롱플라스틱의 1분기 영업익이 58억 원에 달해 전년 동기 대비 138% 증가했다고 밝혔다.,5
미래에셋대우의 투자 대상인 엔씨소프트의 매출 목표가 확고히 세워지고 있다.,5
율유가망이 하반기 성선물 시장을 겨냥해 세미나를 개최한다고 발표했다.,5
페인트공업의 연결 영업이익이 88억 원 54% 증가했다고 밝혔다.,5
"한 은행의 신용 대금리 인하로 소비자 부담이 줄어들었는데, 32자리 2천원 가량 하락했다.",5
작년 독립기념일 기준 5개월 동안의 분양권 매입액이 1만 3천억 원에 달했다.,5
미래에셋의 투자 대상인 GS건설의 내년 영업익이 대폭 증가할 전망이다.,5
카카오의 지분 보유 회사인 카카오모빌리티가 자율주행 기술 개발에,5
"국제사회, 이란의 보수 싱크탱크 제재에 동참",6
"케냐 대통령, 한국산 제품에 대한 선호도 강조",6
"러시아-미국 긴장 고조, 중재 노력 필요",6
"프리다 칼로의 사상에 대한 이해 부족, 주변국 제재 압박 증대",6
"홍콩 시민들, 임시정부 수립을 주장하는 대규모 시위 이어갈 것",6
"힐러리 클린턴, 사우스캐롤라이나 주에서 샌더스를 꺾고 승리",6
"동아시아 지역사회, 러시아와 중국의 와하비즘 확산에 우려 표명",6
"말리에서 치안 위기, 이슬람 총리와 전 재무장관 체포",6
"일본 오키 섬에서 대규모 화재 발생, 10명 사망",6
"미국 대학 UO, 스파크 리 교수를 연쇄살인 사건과 비교하며 비판",6
전국의 아침 기온이 평년보다 7도 낮아 이번 주말까지 쌀쌀할 전망,0
오쇼 벤츠 스포카 SF XHEV 셉트카 5대가 한 번에 출시됨,0
만화박물관에서 31운동 기념 벽화를 전시하고 영화 '걸고동주영화' 무료 상영,0
오대산과 설악산의 단풍이 예년보다 늦어지면서 절정기에 접어들었음,0
2017년 목회 연극이 올해의 베스트 3에 오른 '옥상 밭 고추'가 재공연,0
11월 첫 주말에 홈에서 CCQ 4교시 야외 수업이 진행될 예정,0
100만 명이 체험할 수 있는 '목전 0' 전시가 화천에 열리며 산천어 선셋 선착순 3인 선착순 입장,0
시인 고은이 로마재단 인터내셔널 시인상 수상,0
모쇼 벤츠 스포카 SF XHEV 셉트카 5대가 한 번에 선보임,0
2017년 베스트 연극 3위에 오른 '옥상 밭 고추'의 특별 상,0
"대한항공 우리카드, GS칼텍스 1라운드 3연속 승리로 주목 받음",1
MLB의 새로운 트렌드: 팀 내 관리 방식 변화에 대한 관심 증가,1
한국 프로야구 감독으로의 마틴 코치의 성공적인 복귀 기대감 상승,1
미국 독립리그에서 프로야구 초청 선수가 활약하며 주목 받음,1
"김학민의 5승 5패 기록, KB손보험컵에서 8점을 기록한 성과",1
"유럽 챔피언스리그 4강 진출 결정, 레알 마드리드 vs 바르셀로나 예고",1
"김우재 감독의 IBK기업은행, 김희진 선수의 부상 관리에 주목",1
"AS로마의 캉테, 첼시 출전 여부를 스스로 결정할 것이라 밝힘",1
"레알 마드리드의 답답한 날, 한복판 출전으로 2-1 역전승 달성",1
"AS로마의 캉테, 첼시 출전 가능성에 대한 기대와 우려의 목소리",1
"한국당, 평창 올림픽 성공을 기회로 삼아 민주당과 대립 강화",2
경제 위기 속에서 민주당과 공화당 간의 정치적 갈등 심화,2
브렉시트 후 영국 정당들의 혼란 속에서 혁신적 변화 기대감 상승,2
"朴정희 시대의 미스터리한 사건들, 현재 정치에 미치는 영향 분석",2
"민주당, 민생 문제 해결을 위해 국회 복귀 압박",2
"여당의 문재인 대통령, 기무사 재편에 신중한 접근 필요성 지적",2
"내경원 원내대표, 영상 선출과 퇴장 논란 속에서 1년 만에 사퇴",2
