text,target
"스마트폰 시장 정복, 삼성의 8번째 승리 기록",4
"게시판 넷진5 데이터 활용, 인공지능 기반의 스마트 서비스 개발 추진",4
"디지털 시대에 걸맞는 공공 인프라 구축, 정부의 노력 필요",4
"Android 기반 스마트워치의 성공, Google의 경쟁력 강화 기대",4
기업의 해외 투자에 대한 관심 증가 속보,5
KB증권의 농심 분석: 라면 부문의 실적 개선 전망,5
코아로직의 재정 건전성 회복 추진 속보,5
위기 상황에서의 의료비 절감 방안 모색,5
금융 시장의 새로운 상품 출시 속보,5
회사의 재정 위기 극복을 위한 법적 절차 종료 신청,5
6라지의 경제 활동 지속성 강화 노력,5
양피5에프의 대규모 플랜트 설비 납품 계약 소식,5
8시품코의 MD20 커콜 ATM 시설 운영 현황,5
NH투자의 1월 옵션 만기일 매도 거래 동향 분석,5
인공지능 기반의 스마트 홈 기기들이 시장 점유율을 높이는데 기여,6
한국 내 6대 도시의 전세계적인 인기가 높아지고 있음,0
서울 북부 7개 시군에 23시까지 한파주의보 발령,0
만화 미술관에서 31운동을 기념하는 특별 전시를 개최,0
내일 전국의 날씨는 가을철 특유의 비가 예상됨,0
교통 혼잡이 예상되는 5개 주요 도로에 주의보 발령,0
십시세 비니'라는 표현이 최근 SNS에서 인기를 끌고 있음,0
시인 수림의 문학작품 속 청춘의 감성을 재조명,0
장미의 이름' 시리즈가 새 캐릭터와 의상을 선보임,0
베스트셀러 '언어의 온도'가 출간 7개월 만에 1위에 오름,0
"KBO리그, 크리스마스 데이 특별 이벤트로 팬들의 관심 끌기",1
"KBL의 프존슨 쇼터, 팀 내 구완 뒤 새로운 도약 기대",1
"SK 와이번스의 최정, 아치 홈런왕 타이틀 방어를 향한 도전",1
"김종민 전 야구선수, 도로공사 감독으로의 전환 후 성공 기대",1
"한국 여자 축구 대표팀, 베테랑 선수들의 지속적인 기여",1
"야구장 내 전시관, 역사 속 7명의 전설을 기리기 위한 개장 기념",1
"KBO리그 명예의 전당, 바비 콕스 3인방 로스팅",1
"데이비스 클러치 플레이, 보스턴 4연전 저지의 주역",1
"KBO리그, 크리스마스 이벤트로 팬들과의 유대 강화 추진",1
"KBL 프존슨 쇼터, 팀 내 구완 후 새로운 시즌의 시작을 알리다",1
한-러 관계 강화를 위한 기업 간 협력 촉진 정책의 필요성,2
한국의 민주주의 정체성 강화를 위한 법안 제정 과정의 난제,2
사회 정의 실현을 위한 분배 문제 해결과 억압적 제도 개혁 필요성,2
북한 내 근로자 탈북 방지를 위한 중국의 보위부 역량 강화,2
한중일 3국이 비핵화 목표에 대한 공동 성명을 채택하는 중요성,2
한반도 안보 상황에 대한 미국 대통령의 예비 여론조사 유출,2
한반도 평화 과정에서 주연국인 미국의 역할 재정립 필요성,2
한반도 비핵화를 위한 국제사회의 지속적인 관심과 협력 필요성,2
한국 정부의 북한 대화 전략에 대한 국내외 평가와 반응,2
한반도 정세 변화에 따른 중국의 대응 전략의 변화 추세,2
관훈클럽의 새로운 이사로 이재우 임명에 대한 반응은 어떨까?,3
"인터넷 사업자 실패에 대한 역차별 문제를 해결하기 위한 실태 점검 착수, 정부의 대책 마련 기대감 상승",3
석촌동 고분군 발굴 조사의 결과가 발표될 예정인 설명회에 대한 관심 집중,3
안종범崔 경치 딩 마사지'의 단골손님 9명에 대한 명백한 오보에 대한 사과 요구,3
편픽 유료방 4점유율과 5 후 3년 전망에 대한 전문가들의 분석,3
탈북민을 위한 착한 봉사단이 연천에서 통일염원을 벽화로 사람린다,3
예도 예술가들의 봉사 활동을 촉구하는 캠페인 전개,3
김동연 부총리를 초청한 인협회 시방9의 토론회 개최 기념,3
폐암 투병 중인 개그우먼 김철민을 위한 자선 콘서트 개최 소식,3
LGU+의 인천공항 로밍 서비스가 7회 연속 1위를 차지한 만큼 사용자들의 만족도에 대한 평가 분석,3
삼성 갤럭시 폴드 시리즈의 새로운 모델 출시 기대감 상승,4
코로나19 이후 중소기업의 일자리 창출 속도가 가속화되고 있음에도 불구하고 대기업의 일자리 감소 추세가 지속되고 있다는 연구 결과가 발표되었습니다.,5
2분기 기준으로 삼물 업계의 순이익이 전년 동기 대비 38% 증가한 147억 원으로 나타났습니다.,5
국내 DM69 원모 스플리 시멘트 제조업체가 2패널 제조 공급 계약을 체결하여 생산량 확대에 나섰습니다.,5
그리스 정부가 10년 만에 처음으로 국고채를 발행하는 계획을 발표하였습니다.,5
"통화 위기 속에서도 PH를 줄이기 위한 조치가 취해지고 있는데, 20대 가구의 소비가 99% 감소한 반면 일상생활 필수품 구매에만 집중하고 있습니다.",5
"SK텔레콤이 프리미엄 휴대폰 임대 서비스를 제공하는 기간을 10일 이하로 단축하고, 하루 단위로 과금하는 방식으로 전환할 계획입니다.",5
"은행과 주택 개발사, 자동차 제조사 등이 협력하여 금융 상품을 개발하는 프로젝트에 착수하였습니다.",5
수원대학교에서 진행하던 독서회가,5
"미국, 시리아 북동부 병력 잔류 옵션 논의 중",6
"이집트, 이스라엘과의 군사적 협력을 인정",6
"미국, 2천만 달러 규모의 3차례 투자 유치 성공",6
"중국, 위안화 가치 하락으로 인한 금융시장 불안 증폭",6
한 개인이 5년 동안 25만 원씩 월급받는 계약 체결,6
"프랑스, 역사적 성소피아 대성당의 7세기 청결 작업 진행",6
"미국, IMP4 마스크 사용 의무화 반대 시위 확대",6
"미국, 부상 주대에서 8명 중 1명 사망",6
터키와 그리스 간의 오랜 갈등 해소 노력 추진,6
"그리스 총리, 터키의 성소피아 성당 방문으로 화해 기대 표명",6
중부 지방의 강수량이 평년의 2배에 달하는 폭우로 인해 8월 중순에 물폭탄이 예상됨.,0
화려한 철쭉 꽃이 만연한 호남 지역의 산정상에서 관광객들의 인기를 끌고 있다.,0
20073명의 시민들이 2풍 전체로 인한 피해를 입었다고 보고됨.,0
문화 예술계에서 시문인과 함께하는 '문학목소리 201' 행사가 국서진행되고 있다.,0
박물관에서는 31번째 운동 기념 벽화를 걸고 영화 '동주'를 무료로 상영 중이다.,0
"006번 재일자 콘트가 열렸고, 관객들은 즐거운 시간을 보냈다.",0
KT가 시즌제 멤버십을 도입하여 2배 더블할인 혜택을 제공한다.,0
"재즈와 디지털 아트, 설치 미술이 만난 '용맹 더 토핑' 전시가 열린다.",0
내일의 날씨는 가을을 알리는 비가 충청 남부에 시간당 30 이상 내릴 예정이다.,0
만화 박물관에서는 특별 전시를 마련해 시문인과 함께하는 문화 행사를 기념한다.,0
류현진의 FA 랭킹 하락에 대한 팀의 전략 변화가 필요한 시점,1
브리검의 안정된 성적이 한화전 4연패 탈출에 결정적 역할,1
이승우의 바르샤에서의 성장과 발전이 주목받는 가운데,1
프로축구의 격렬한 순위 경쟁 속에서 스플릿 탈출의 길 모색,1
"손흥민의 결정적인 역할로 토트넘, 맨유 제압",1
"배구 협회, 세계 한인 여성 협회와의 파트너십 강화",1
손흥민의 기록적인 득점 행보가 계속되고 있음,1
축구 경기 중 욕설 사건으로 인한 선수 출전 제한 논란,1
여자 축구 대표팀의 지속적인 성과를 지탱하는 베테랑 선수들,1
박기원 감독의 퇴장 후 팀 내부의 리더십 문제 해결 필요성,1
한미 방위비 분담 협정 비준 동의안 처리를 위한 국회 외통위 회의 열려,2
"북한의 김여정, 일본 총리 아베의 후임에 대한 발언으로 주목 받음",2
문 대통령의 독립운동 역사를 강조하며 북한과의 관계 개선 시도,2
"더민주당, 서영교 여파 도시위원장에 대한 심사 기준 강화 발표",2
"국립 발레단 강수진 단장, 맞춤형 교육 체계 구축 추진",2
홍준표 전 지사가 회견장에 나와 한미 방위비 분담 협정 지지 표명,2
북한의 경제 과시 행사 5월 당대회 앞두고 진행될 전망,2
북한에 대한 제재 강화 추진 중인 유럽연합(EU),2
북한의 2차 핵 실험 가능성에 대한 우려 증폭,2
한반도 사드 배치 여부에 대한 논의가 주변국들과의 관계에 미칠 영향 분석 중,2
"재난 복구에 IT 기술 활용, 동서양 간 협력 강화",3
독서 문화 확산을 위한 '수요낭독공감' 행사 개최 확대,3
"온라인 신고 제도 개선에 나서, 허위 신고 사례 감소",3
스마트 농업 기술 도입으로 수확량 증가 기대감 상승,3
신기술 기반의 시범 서비스가 사회 전반에 미치는 영향 분석,3
공공기관의 금감원 지정 제외로 인한 직원 감축 추진,3
소상공인 지원을 위한 '장님 키지' 서비스 확대,3
단식 중단 논란 속에서 청소년 식사 감찰 강화 추진,3
최저임금 인상 요구가 사회적 합의를 이끌어내는 계기가 됨,3
출판계의 발전을 위한 출판문화산업권장원장 후보 2명 선정,3
"한국 기업들, 우주 탐사 및 개발 분야에 집중",4
"SK텔레콤, 고객 맞춤형 네트워크 서비스 구축 추진",4
"네이버, 사용자 편의성을 높인 화면 분할 기능 도입",4
BBWF 2023에서 PKT 통신의 혁신적 기술 시연,4
바이오산업 원천기술 개발에 3천 700억 원 투자,4
무인 동력 발달을 위한 100억 원 투자 확대,4
"카카오, 해외 배송 서비스 카카오프렌즈스토어 론칭",4
화이트 그래핀 합성 기술 개발 성공,4
"삼성, 서울 첫 빅데이터 개발자 대회 개최",4
"IT 기업들, 자체 AI 플랫폼 구축에 힘쓰다",4
미분 주택 공급 증가로 인한 전국 주택 가격 하락 전망,5
ELS 거래소의 상장 안정성 지표가 상반기 대비 상승,5
2023년 내에 네이버뮤직 바이브 서비스 종료 예상,5
신용 금리 인하로 소비자 부채 감소 기대감 상승,5
"코스피 지수, 연속 하락세 지속",5
코스닥 시장의 진입 장벽 낮아지면서 투자 유치 확대,5
"삼성그룹의 성산 제일 합병, 시중의 관심 높아짐",5
"경기권 미용 시장의 급증, 공급 과잉 탓으로 분석",5
지방 미매물 매수에 대한 우려가 높아지고 있음,5
증시 기초 여건이 안정적이지만 위험 요소도 존재,5
탄도 미사일 발사에 대한 국제사회의 우려가 증폭되고 있다.,6
인생의 가치 재평가: 현대 사회의 물질주의에 대한 반성,0
"한국 농구, 아게 대농 38표팀의 8강 탈락 후 재정립의 길 모색 중",1
"남북 농경기대회, 방북 단 군용기 후일 4개국 방문을 예고",1
"문 대통령, 호주 총리와의 친선축구 1-1 무승부 후 우정의 끈 강화",1
"브리검 킴 전 사육사, 호비에서 성장한 사육의 길을 재개",1
"그이재성 전 사령탑, 1이근호에서 새로운 야구 꿈 키워나가",1
"SK 와이번스, 에이스 켈리의 부상과 선발 라인업 불안 속에 어려움 겪고",1
"마틴 우리카드 감독, 한국 리그 복귀 후 팬들의 호응에 감동",1
"UEFA, 파리 생제르맹의 FFP 위반 여부에 대한 조사가 본격화",1
"ED 재4의적, 잘못 인정 후 프로농구 행진에 적극 동참",1
"수호신 리베라, 사상 4승으로 MUB 명예의 입성에 한 발짝 더 나아감",1
"북한 내 정당 대회 개최 일정 발표, 5월 6일로 정해",2
"남북 관계 개선을 위한 철도 공동조사 시작, 내주 내주 결과 기대",2
김정은 위원장의 5대 보고 시점에 대한 논란 속속,2
대통령 관련 수사 기록을 헌재특검과 검찰에 제출 요청,2
"북한 인민당 집행위원회의, 어려운 시기 맞닥뜨리다",2
"서울시장 선거, 후보자들의 첫 유세 장소는 어디인가?",2
"북한 경제, 미국 제재로 인한 어려움 속에",2
"남북 정상회담 가능성, 정치적 분위기 변화에 따라 주목",2
"북한 내 부마항쟁 관련 단체, 명예 회복을 위한 노력 강화",2
"김정은 위원장의 대외 활동, 국제사회와의 관계 재평가 필요성 제기",2
"정부 규제 완화 추진, 중소기업에 긍정적 반응",3
디지털 일자리 부족 문제 해결을 위한 민간 채용률 상승 추진,3
관광 안전 강화를 위한 대학생 대상 안전 여행 슬로건 콘테스트 개최,3
지역 발전 계획 축소로 인한 예산 재배치 추진,3
학교 구강검진 결과를 스마트폰으로 신속히 확인할 수 있게 함,3
해외 취업 기회 확대를 위한 화상 면접 주간 행사 개최,3
중소기업과 협력체계 강화를 위한 규제자유특구 분과위원 간담회 개최,3
휴대전화 일일 사용 제한으로 인한 상가 업무 중단 반발 진정 조치 추진,3
"국가경영 전표창 수혜 기업들, 사회적 책임감 발휘 기대",3
디지털 미디어 시대에 발맞춘 YTN 사천원회 확대 추진,3
"2021년 도쿄 올림픽, 한국 선수단의 기대감 상승",4
"IT 기업들, 자체 인공지능 연구소 설립 추진",4
"한국 AI 기술, 산업 혁신의 핵심 역할 기대",4
"삼성 갤럭시9, 전 세계 100만 명 이상 체험 방문자 기록",4
"국내 AI 연구소, 신기술 개발을 위한 국제 협력 강화",4
"2021 바셀나 국제항공 우주 박람회, 갤럭시 스마트폰 주목 받음",4
"인공지능 기술 컨퍼런스, 미래 산업 전망에 초점 맞춤",4
연말부터 12시간 단위 무제한 데이터 요금제 도입 기대감 상승,4
"LG전자, 실속형 AI 기능 탑재한 스마트폰 시리즈 출시 기념 이벤트 개최",4
"한국 정부, AI 산업 육성을 위한 새로운 5년 계획 발표",4
"핀테크 기업들, 정부의 레그테크 참여에 적극 응답",5
"4대 금융기관, 금융 위기 대응을 위한 종합 검토 착수",5
"삼성증권, 1분기 영업이익 17억 감소로 전망 하향 조정",5
"전자 기업들, 다중 가용성 확보를 위한 방문 판매 확대 추진",5
"소비자 보호를 위한 당국 회의 제안, 9가지 방안 검토 중",5
경제 위기 속에서도 아프지 않은 사람들만 투자에 나서는 현상 관찰,5
"핀테크 위크 참여 기업 모집, 레그테크 산업 육성 목표",5
"은행들, 정기 인사 시 연구 개발 투자 확대 계획 발표",5
"모바일 결제 시점 확대, 간편 결제 시스템 개선 추진",5
"금융 기관들, 소비자 신용평가 기준 강화에 적극 동참",5
전 세계적으로 노딜 브렉시트 논란이 확산되며 경제에 불안 요인으로 작용,6
"미국 텍사스 주에서 열기구 추락 사고로 최소 16명 사망, 안전 규제 강화 요구",6
아시아 태평양 지역 내 RCEP 협상이 활발히 진행되나 TPP 대비 우려도 제기,6
"텍사스 주에서 발생한 열기구 추락 사고로 인한 사망자 증가, 사고 원인 조사 필요",6
홍콩 시민들의 대규모 시위로 임시 정부 수립 주장이 제기되며 정치적 긴장 고조,6
"러시아-벨라루스 연합군이 군사 훈련 중 집중포병 사용, 국제사회의 우려 증폭",6
프랑스 대통령이 노딜 브렉시트에 맞서 청와대와의 정상회담을 제안,6
"후쿠시마 원전 사고 후 수산물 무역 분쟁에서 패배한 일본, EU 내 WTO 개혁 주장 강화",6
"아베 총리, EU 내 WTO 개혁을 통한 글로벌 경제 질서 정비 촉구",6
러시아-벨라루스 연합군의 군사 훈련 강화에 따른 국제사회의 불,6
폭설로 인한 교통 마비가 전국적으로 발생하면서 출근길 동장군 현상 보도,0
류현진의 8이닝 이상 투구 활약이 KBO리그 전체에 긍정적인 영향을 미치고 있다.,1
포틀랜드 워싱턴의 NBA 서부 콘퍼런스 선두 지위 유지가 주목받고 있다.,1
프로농구에서 로건 없이도 삼성의 완파가 주목받고 있다.,1
KBO리그의 신임 사무총장인 장 신임의 취임 소식이 화제가 되고 있다.,1
KGC인삼공사의 이적생 트리오가 팀의 활약을 이끌고 있는 모습이 예상외로 인상적이다.,1
류만 감독이 KBO 대표팀에서 징계를 받은 후에도 팀을 이끌고 있다.,1
틀리프 선수의 귀화 허가가 KBO리그에 새로운 바람을 일으키고 있다.,1
SK LG의 프랭코프가 5승을 달성하며 팀의 반전을 이끌고 있다.,1
우리카드가 펠리페 영입 후 시즌을 준비하는 모습이 주목받고 있다.,1
글랜드 축구에서 케 극 선수의 활약이 러시아 진출 후 큰 성과를 거두고 있다.,1
북한의 헌재 특검 요청에 대한 대응이 국제사회에서 주목받고 있다.,2
2020년 총선에서 완성된 5+1 정당 연합의 문재인 대통령 지지율 상승이 예상된다.,2
권은희 의원의 박 대통령 저격 풍자 SNS 포스터 논란이 사회적 분열을 야기하고 있다.,2
"서울시장 선거에서 나박원순, 김문수, 안철수 등 주요 후보들의 첫 유세 현장 소식이 전해졌다.",2
외교부는 송민순 회고록 관련하여 대통령과 관련된 사안에 대해 언급할 만한 바 없다고 밝혔다.,2
하얏트 리자 여 전당 모로당의 6대 전당 경선이 예상보다 치열하게 전개되고 있다.,2
남북 정상회담 보고서에 대한 청취와 조명균의 기대가 결과를 뛰어넘는 것으로 나타났다.,2
올림픽 한반도 기념품에 북한의 응원단이 참여한 사실이 밝혀져 논란이 일고 있다.,2
북한의 김정은 지도자 연설에서 냄새 방출 가능성에 대한 언급이 국제사회에 주목을 받았다.,2
북중 관계 개선을,2
실종된 20대 여성 사건의 연관성에 대한 수사가 계속되고 있음,3
이화여대 클럽 '회에이'에서 아나운서 규원 사건의 충격,3
교대생들 대상 '하테크' 프로그램으로 IT 역량 강화 추진,3
야간 도로 사고로 인한 사망자 증가에 대한 우려 제기,3
서울 교외 지역에 설치된 8개의 BP(주유소)가 연료 공급 중단으로 인한 문제 발생,3
ZU 최대의 트밴드 '전 배 구 3'이 20주년 기념 콘서트 개최,3
골프 프랜차이즈 '존 스크린'이 시범 운영 매장 모집에 나서,3
독도를 방문하기 전 대학생들을 대상으로 독도 기념 촬영 행사 진행,3
EBS 대전에 방송 인재 양성을 위한 업무 협약 체결,3
"서목동 학원 62곳이 휴양지로 전환, 학생들의 여가 활동 확대 기대",3
"5올림픽, 스마트 기기 기술 발전의 세계 무대",4
SK바이오랜드의 줄기세포 치료제 사업 확대에 따른 주가 상승 추세,5
전 대통령 장례 행렬의 현장에서 보도하는 뉴스들,5
금감원의 '머니콘서트'가 개인 투자자들에게 미치는 영향 분석,5
NHN엔터테인먼트의 2분기 영업이익 증가에 따른 주가 전망,5
SK3그룹 주식의 동반 랠리와 재용 영의 영향 평가,5
토지 매각으로 자금 조달을 위한 LH광주전남본부의 전략,5
정치적 긴장감 속에서 철강기계 산업의 성장 동향 분석,5
가상화폐 시장의 규제 강화를 위한 '블랙리스트' 발표,5
투자자들의 관심을 끄는 코스피 2100선 상승 추세의 원인 탐구,5
직장인의 금융 자문 서비스 이용률 증가 추세와 그 배경 분석,5
영국 내각의 브렉시트 논의에 대한 반발로 인한 혼란이 심화되고 있다.,6
"말의 문화 유산 보존과 발전, 지역 사회에 미치는 영향 분석",0
"윤태호의 교양 만화 시리즈, 현대 사회의 지적 호기심 자극에 기여",0
"명말청년 작가들의 작품, 후대에 남긴 문학적 유산 평가",0
"오륙도 등대, 자연재해에 대비한 방어적 역할 강조",0
"서울시립미술관, 한묵의 추상화 전시로 예술 감상 문화 확산",0
"무라카미 하루키의 생일, 그의 작품과 인생에 대한 반성과 평가",0
"화천 마토 축제, 지역 경제에 기여하는 문화 행사 모델로 제시",0
"권익을 위한 연보 공모, 사회적 책임감과 참여 정신 강조",0
"고전 문학의 가치, 현대 사회에서 읽어야 할 필독서로 재조명",0
"디즈니 애니메이션의 명곡 메들리, 음악과 영화의 융합 예술 형성",0
"야구계의 젊은 세대, 기록 경쟁에 뜨거운 열정을 불태우다",1
"프로농구에서 MVP 수상자 수 증가, 경쟁심의 고조",1
"고졸 출신 신인 선수, 한 시즌 내 최다 홈런 달성 목표 설정",1
"임도헌의 선두주도, 내년 1월 정식 승부의 계기로 기대감 상승",1
"이대호의 연속 홈런 기록, 팀 내 역량 강화에 기여",1
"MLB 선수 담마저 한국 야구에 관심, 부상으로 인한 외야 줄부상 발생",1
"추신수, 시즌 중반기 타율 0.21로 야구계 주목 받음",1
"류현진과 추신수의 팀 재결합, 팬들의 기대 증폭",1
"손흥민, 월드컵 불참에 실망하지 않고 팀 동료들과 함께 노력",1
"류현진의 부상 예방 차원에서 조기 교체, 건강 관리에 신경 쓰는 모습 보여주다",1
내 정현 대마더민 경쟁 사태에 대한 국제사회의 관심 증가,2
국민의당 진통의 정당 내부 분열과 정치적 갈등 심화,2
朴령식 8산호 통한 창조경제 8의 실현 가능성에 대한 전문가들의 의견,2
북한의 장거리 미사일 발사 시설 확장 가능성에 대한 국제사회의 우려,2
서울시장 선거 첫 유세장소 선정 과정에서의 내·외부 정치적 압박,2
김재수 해임 건의안 제출에 따른 정당 내부 분열과 정치적 대립,2
북한 TV 스페셜 6회 방송 미리보기를 통한 김정은의 메시지 해석,2
미래 문체 환경론 등 46개 부처의 신설 및 개각 발표,2
대통령 검증 일련의 조치에 따른 고용 정책의 방향성 논의,2
국제사회와의 외교 노력 강화를 위한 RZ 통일 정책의 전개,2
공정위와 금감원의 사칭 사건에 대한 조사 결과 발표 연기,3
대구경북 지역 고용유지 지원금 신청량 급증에 따른 현장 대응 필요성,3
LG유플러스의 2018년 지속가능경영 보고서가 공개된 후 기업 이미지 개선에 긍정적 반응,3
항우연의 과학자상 수상으로 인한 산업 발전 기대감 상승,3
대외고 학생 5명 코로나19 확진으로 학교 내 방역 강화 필요성 대두,3
19대 위기 극복을 위한 GR 대타협의 필요성 제기,3
코로나19 대유행 기간 중 YK 수령 제도에 대한 국민들의 의견 분분,3
자선 콘서트를 통해 폐암 환자 지원에 사회적 관심 집중,3
안종범 마사지 사건에 대한 공공의 분노 지속,3
"대전경찰, 코로나19 방역 지침 위반자 신속 송치에 주력",3
소셜 미디어 플랫폼의 사용 시간 분석에 따른 콘텐츠 최적화 필요성 제기,4
LG 전자의 스마트 TV 라인업 강화 추진,4
게이밍 콘솔 시장 경쟁 심화에 따른 TV 앱 기반 게임 서비스 확대 전망,4
블록체인 기술을 활용한 새로운 비즈니스 모델 개발 속도 가속화 추세,4
스마트폰 제조사 중 한 곳인 삼성전자의 갤럭시 시리즈 인기 지속,4
고급 스마트 홈 기기 시장의 성장세 지속,4
양자 암호학 기술의 보안 강화 노력 속도 증대,4
스마트 홈 보안 시스템의 중요성 인식 증가에 따른 시장 확대 전망,4
웹툰 기반 게임의 인기에 힘입어 게임 정보 플랫폼의 발전 가속화,4
불법 스마트폰 유통에 대한 강력한 단속 조치 필요성 제기,4
국내 소득 불평등률 감소 추세 지속,5
그래픽 제품 산업의 생산성 향상 기대감 상승,5
경상남도 지역구 총선 예상 경쟁률 발표,5
국내 DM69 원자재 스플리터 제조업체와 계약 체결,5
전 세계에서 가장 많이 팔린 스마트폰 브랜드는?,5
한우 소고기 선물 세트가 옥션에서 인기,5
위기 시 재정 지원 조치로 인한 의료비 부담 완화 기대,5
그래픽 제조업의 경쟁력 강화 추진,5
"두산건설, 대규모 도로 및 주택 공사 수주 성공",5
"그리스, 10년 만에 처음으로 국고채 발행 계획 발표",5
세계 각국 정부의 대외 정책에 대한 부정적 발언이 국제적 악감정 고조에 기여,6
독도 영유권 주장에 대한 일본 각료들의 일관되지 않은 발언이 논란을 빚음,6
대사관 건물 주변 지역에 설치된 조기 경보 시스템이 테러 위협에 효과적으로 대응,6
난민 구조에 대한 이탈리아와 독일의 규정 위반으로 인한 논란이 심화,6
중화인민공화국에서 발생한 물 열차 탈선 사고로 인한 주택 파괴가 보고됨,6
이란의 탄도 미사일 개발이 국제 협상에 포함되지 않을 것임을 재확인,6
중국의 가상화폐 업자들이 전기 요금을 낮추기 위해 이란에 원정 채굴 요청,6
프랑스에서 문관 예산 대규모 감축 계획이 후퇴로 인한 재정 부담 증가로 수정됨,6
"5개국 연합의 9배당 분배 방침이 다시 검토 중이며, 1라의 MV 수량을 테5로 조정",6
한미 동맹의 관계 개선 노력이 상당한 진전을 이루고 있음에도 불구하고 남북 관계의 복원은 어려움,6
기후 변화로 인한 폭우 빈도 증가에 대한 우려가 높아지고 있다.,0
"손흥민, 축구계에 새로운 바람 불리다",1
북한의 평양 정상회담 휴식장소로의 이동 방식에 대한 논란이 제기되고 있다.,2
한국의 정치권에서 추미애 전 대표에 대한 무더기 전락 허위 조작 사건에 대한 검찰의 조사가 진행 중이다.,2
박대오 전 대통령의 BC 방송 발언에 대한 비판이 증폭되고 있다.,2
평화주의를 지향하는 당민들이 생존을 위해 민생당에 평화 지지를 촉구한다.,2
문재인 대통령의 9대 정권 중 변평스 발언이 화제가 되고 있다.,2
국정원장 병우의 직무 보장 여부와 국장 감찰 조사에 대한 속보가 전해진다.,2
북한의 평양 정상회담 휴식장소로의 이동 방식에 대한 남북 정상들의 대응이 주목받고 있다.,2
북한의 평양 반미 교양 프로그램이 각국 중계를 통해 관람할 수 있게 됐다.,2
한국의 주요 정당인 NC민당 내부의 성추문 사건에 대한 진상 규명이 요구되고 있다.,2
정치권에서 'AZ 출하'를 촉구하는 목소리가 높아지고 있다.,2
후쿠시마 원자력 사고의 은폐와 사기 논란에 대한 국제적 관심 증가,3
전국 대학 로금 인상 추세에 대한 사회적 갈등 심화,3
과장된 광고로 소비자 피해를 입은 소비자보호 단체의 강력한 비판,3
정부의 코로나19 방역 지침 위반에 대한 사회적 분노 증폭,3
불법 연소 사건에 대한 경찰의 신중한 대응과 강력한 단속 조치,3
탈북민 교육 프로그램의 취약 계층 지원에 대한 사회적 관심 증대,3
공정거래 위원회에 대한 불공정 경쟁 의혹에 대한 공식 조사 착수,3
재벌의 코로나19 극복 비용 부담 문제에 대한 사회적 논란 고조,3
국제 기구의 후쿠시마 사고 감시 강화에 따른 일본 내 정치적 압박 증대,3
대학 로금 인상에 따른 학생들의 경제적 부담 증가와 학업 부담 가중,3
