text,target
"미국 내 EU 167개국 중 56개국, DK 마크 사용 의향 표명, 프랑크푸르트 금융 지수 42점 상승 기대.",6
한국 문화에 대한 외국인의 애정을 높이는 노력들이 확대되고 있음,0
전통 문화 축제들이 지역 경제 활성화에 기여하고 있음,0
한국 문학계에서 새로운 작가들이 주목받고 있음,0
자연 보호와 환경 개선에 대한 공공의 인식이 높아지고 있음,0
겨울철 한파로 인한 지역 사회의 어려움이 증가하고 있음,0
관광객 유치와 지역 경제 활성화를 위한 자체 산림 관리가 강화되고 있음,0
문화 유산 보존과 홍보를 위한 노력들이 지속되고 있음,0
체험형 관광 상품이 인기를 끌고 있음,0
미술계에서 다양한 전시와 이벤트가 활발히 개최되고 있음,0
한국의 역사와 전통에 대한 국내외 관심이 지속적으로 높아지고 있음,0
"러시아 월드컵 출전 확정한 한국 축구단, 이창민의 중거리 포 강점이 주목받음",1
"프로농구 SK 삼성의 강승호 선수, 팀 이적 후 성적 향상 기대감 상승",1
축구 팬들 사이에서 손흥민의 시즌 첫 골이 화제가 됨,1
"KGC인삼공사 농구단, 이적생 트리오의 활약으로 성공 신화 예고",1
감독 혐오 사태로 인해 산체스 감독이 1년 5개월 동안 불펜에서 대기,1
"스웨덴 여자축구대표팀 유니폼 문구 변경, 여성의 권리 캠페인 확대",1
"야구 최다승 기록 2위인 윤성환 선수, FA 계약 앞두고 팀에 대한 사과 표명",1
"야구 팀 SK 와이번스, 4연패 탈출에 기여한 최NA의 멀티히트 기적",1
"포수 역할에 신고된 울버린스 선수, 경쟁 포수 제압에 성공",1
러시아 월드컵 출전 확정 후 스웨덴과의 친선전에서 한국 축구단의 강력한 모습,1
"한국 정부, 테러 대비 강화에 반러법 시행 추진",2
정당 간의 대립 속에서 정치적 리더십 구현을 위한 국회 보이콧 시도,2
"대통령, 민심 청취를 위한 정당 인사원칙에 대한 대화 주도",2
"남북 정상회담 리허설 준비, 생명과 안전 우선시",2
"북한의 군사적 도발에 대응, 한국 사회의 평화주의 강조",2
"정부의 부패 방지 노력, 국민의 신뢰 회복을 위한 노력",2
정치적 분열 극복을 위한 대화의 장 마련 추진,2
"한국 민주주의의 지속 가능성에 대한 고민, 공정한 정치 체제 구축",2
정당 간의 대화와 협력을 통한 국가 발전 방향 모색,2
정치적 분열 해소와 국민의 복지 증진을 위한 정부의 노력,2
한국은행 주관하는 경제 교육 UCC 공모전에서 우수 작품 선정,3
탈북민 봉사단이 연천에 통일의 상징으로 벽화를 그려,3
"경남 교육청, 기후 위기에 맞춘 환경 교육 강화 선언",3
"경찰, 5월 초부터 일본 관광객과 외국인 대상 바가지 요금 단속 확대",3
"이통사 완전자급점 운영에 대한 지적, 소비자 부작용 우려 증폭",3
"3·1운동 유적지 위성 영상 공개, 독립운동의 장면 재현",3
안에서 천막 거는 모장 농민들의 저항 무산,3
"특검 수사 결과, 최순실 씨 뇌물 혐의 자가 제기",3
"탕병원 불 화재 원인 조사 결과, 전기적 요인 가능성 높음",3
"채널 A 인사처 5위 의혹에 대한 QF 결정, 구체적 사실 확인 요구",3
5G 데이터 활용이 확대되면서 AI 기술 발전의 기대감 상승,4
스마트폰 대란 이후 공급망의 원활한 운영이 주목받음,4
AI 기반의 콘텐츠 추천 시스템이 다양한 플랫폼에 적용됨,4
아이폰 수요가 예상보다 높아 1주일 단위로 재고 소진,4
백색 그래핀의 표면적 제어 기술에 성공,4
인공지능이 컴퓨터의 성능을 향상시킬 수 있다는 연구 결과 발표,4
KT와 정보보안 기업 4곳 간의 협력 MOU 체결,4
KT와 연세대가 상용망 기반 연구 플랫폼을 출범,4
면역세포의 '배신' 메커니즘 연구에 성공,4
뇌종양 치료를 돕는 새로운 면역 전략 개발에 성공,4
"한국 기업들, 해외 수주 활성화에 힘쓰다",5
"유통업계, 황금연휴 이후 매출 증가세 지속",5
주택 및 도시 개발에 대한 금융 포럼 개최,5
"삼성, 올해 최초로 4천t LNG 선박 2척 수주 성공",5
"대우조선해양, LPG 시장에서의 경쟁력 강화 추진",5
삼성그룹 내부의 경영 리더십 변화 속보,5
"코스피 지속적 상승세, 2100선 돌파 기대감 상승",5
"아이팩토리, 상장 폐지 신청서 제출",5
"내년 예상되는 코스피의 전망, 투자자 관심 집중",5
"YG 엔터테인먼트, 신그룹 구성원들에 대한 소식 속보",5
아랍권 내 반란 정상회의에서 이란에 대한 강력한 비난과 제재 결의가 내려졌다.,6
"미국과 이란 간의 긴장 상황이 지속되면서, 카타르에 전략 폭격기 52대가 주어졌다.",6
IS의 해상 교역 능력 강화를 우려한 국제사회는 해상 운송 시 3단계의 비상 대책을 마련했다.,6
르완다에 대한 국제 제재로 인해 70일 만에 르완다 여객기가 귀환했다.,6
교황 프란치스코가 난민과 난민 조력자를 위한 특별 미사를 8일에 개최한다고 발표했다.,6
"EU 내 디지털 자율 규제 체계가 완성되면서, 167개 회원국 중 56개가 디지털 마크 사용을 시작했다.",6
SK텔레콤이 2019년 AI 컨퍼런스 개최로 인공지능 발전에 앞장섰다.,6
주미 대사관에 있는 미국인들이 '프리다 사상'에 대한 이해 부족을 이유로 불만을 제기했다.,6
"북한의 0켓엔진 시험에 대한 국제사회의 우려가 커지면서, 추가 도발을 삼가는 태도를 취하라고 촉구",6
봄철 꽃망울 개화에 대한 기대감 상승,0
청소년 할인 혜택 확대 추진,0
전통 문화 유산 보존과 홍보에 힘쓰는 단체들,0
자연재해에 대비한 대응 능력 강화,0
사회적 불안정 시 개인의 내면 힘 발휘,0
골프 산업의 성장세 지속,0
명예로운 예술인들의 기여 인정,0
언어 교육의 중요성 강조,0
기후변화 대응을 위한 지역사회 노력,0
역사적 유산의 가치와 보존 방안 탐색,0
"스포츠 경기장에서 AI 기술 도입, 관중 경험 향상 기대",1
"기업들, 자체 플랫폼 구축에 힘쓰며 디지털 전환 가속화",1
"AS모코의 성적 하락, 감독 교체 속 재기 노력 시도",1
"농구 팀의 도박 스캔들, 감독 해고와 내부 정화 추진",1
"유명 선수 메시, 챔피언스리그에서의 활약으로 팬 사랑도 높임",1
"프로축구 시즌 종료 후, 다음 시즌 전략 수립에 집중",1
"기술 기업들, 스포츠 산업에 AI 기술 적용 확대",1
"경제 부진으로 인한 실적 하락, 기업 경영진의 대응 조짐",1
스포츠 팬들의 온라인 커뮤니티 활성화 추세 지속,1
"스포츠 관련 소셜미디어 플랫폼, 사용자 참여도 증가 추세",1
남북 관계 개선의 기대감 상승에 따라 중국 내 탈북 근로자 수 증가 추세,2
미국 내 한미 연합 의회 의원들의 3분의 1 감축 추진에 대한 반발,2
문 대통령과 추미애 대표의 인사 전시회에서 대두된 남북 정상회담 가능성,2
북한의 올림픽 응원단 한반도 행사로 남북 간의 대화 기회 확대,2
김정은 리더십 하에 북한 내 6대 충격 사태 지속,2
"대통령 집무실 내 의혹에 대한 내부 조사 시작, 정준 비서의 은닉 의혹 제기",2
북한의 중국 내 근로자 유입에 따른 보위부 강화에 대응,2
"NSC 위상 2 회의 개최 전망, 북한 위협에 대응 방안 마련",2
IT 기업들 자체 플랫폼 구축 추진 속도 가속화,2
인공지능 기반 스마트 홈 기기 시장 점유율 상승 추세,2
한국 내 의료 인력 부족 문제가 심각한 수준에 달함,3
"정부, 의료 인프라 강화와 병원 건설 계획 발표",3
"방통위, 개인위치정보사업 규제 완화로 5배 확대 시행 계획 발표",3
"시흥시, 민선 7기 기간 동안 10만 개의 일자리 창출 목표 설정",3
"광주전남 지역, 보도사진전을 통해 문화예술 활성화 추진",3
"국내 3개사, 귀가생태와 교생코로사 등 환경 문제에 대한 조사 착수",3
"국내 IT 기업들, 자체 플랫폼 구축에 적극 나서",3
"국내 2만2천명, 순0그래픽 추세 지속",3
"국내 340만 인구에 의대 정원 76명, 의료 인력 부족 문제 심각",3
"국내 AI 기술 도입, 업무 효율성 향상 기대감 상승",3
"삼성, 갤럭시 시리즈 신제품 출시 전망 상승",4
"IT 기업들, 자체 플랫폼 강화에 힘쓰며 시장 점유율 확대 추진",4
AI 기술 도입으로 업무 효율성 향상 기대감 증가,4
"스마트폰 시장, 저가형 모델의 출시에 따른 가격 경쟁 심화",4
불법 데이터 보관 사례에 대한 규제 강화 요구 증폭,4
"구글, 새로운 크롬캐스트 출시로 스트리밍 시장 선점 노력",4
"무전력 메모리 기술 개발, 혁신적 기술 발전 기대",4
"통신사들, 해킹 위협에 대응하기 위한 보안 강화 정책 시행",4
"AI 기반 상담 서비스 확대 추진, 고객 만족도 향상 기대",4
"게임 업계, 신제품 출시 전략 강화에 주력",4
생MU3 장정부의 실손 보험료 인하 정책이 시장에 긍정적 반응을 불러일으키고 있다.,5
콜라겐 기반 의료 소재 개발에 주목하는 기업들 사이에서 세원셀론텍의 특허 취득 소식이 화제가 되고 있다.,5
글로벌 확장을 가속화하는 롯데그룹의 전략적 움직임이 주목받고 있다.,5
"금융 시장의 불안정 상황에도 불구하고, 기업들은 자체 성장을 위한 자본 조달에 적극 나서고 있다.",5
투자자들은 2021년 초에 출시될 춘추제과식품 등에 대한 보호장벽 해제를 기대하고 있다.,5
"반면, 삼성전자의 2세대 실리콘 기반 반도체 생산 지연 소식이 주가에 부담을 주고 있다.",5
소비자들의 생활 속 인공지능 도입에 따른 수요 증가가 기업들의 신제품 개발 동력을 부여하고 있다.,5
시장 내 소강국면을 보이던 주가들이 환율 하락에 따른 외환 수익 증대 기대감으로 일시적 반등을 보이고 있다.,5
프럼파스트의 자사주 주기외 매도 결정이 주가 변,5
"글로벌 기업들, 메시징 앱 암호화 강화 추진",6
"아시아 태평양 경제 연계체제(RCEP) 가입국, 무역 협상 가속화",6
"국제 사회, 유엔 안보 이사회 결의안 통과를 위한 노력 증대",6
독립 언론 탄압 사례 속에 세계 인권 침해 우려 제기,6
"영국 보수당 내부 분열, 보궐선거 패배로 인한 리더십 위기",6
일본의 후쿠시마 원전 사고로 인한 이재민 증가 추세 지속,6
"인도-파키스탄 간 긴장 고조, 지역 안보 위협 심화",6
"아프리카의 치안 불안 상황, 말리 새 총리 취임 후 안보 강화 노력",6
이란 핵 개발에 대한 국제사회 합의 이행 추진 속도 가속화,6
"한일 군사정보보호협정 체결, 지역 안보 강화 기대",6
"미세먼지 주의보 발령으로 경기도 시민들, 야외 활동 자제",0
"전통을 이어가는 모스크바 스레텐스키 합창단, 한국 첫 공연 개최",0
추운 날씨 속 눈 내리며 기온 급감,0
"송악산 선착장, 연휴 기간 북적이는 관광객들로 붐",0
"악기 기증으로 은경 울 7홈 구축, 지역사회 발전 기대",0
"경희궁 옛 사진 속 미술관, 100년 전 놀이판 전시 기획",0
"미스터 샤인 프로 주인공 부인들, 납해 소동",0
"부산국제코미디페스티벌, 다양한 코미디 퍼포먼스 선보임",0
"호남권 산 정상, 철쭉이 물을 들고 화려한 자태 드러내",0
"구경북 구름 많음에도 낮 기온 2시, 시민들 편안한 날씨 기대",0
"한국 농구와 야구의 성공을 이끈 선수들, 다음 목표는 올림픽 금메달",1
"2021년 야구 시즌을 앞두고, 류현진의 부상 회복이 주목받고 있다",1
"축구 수집가의 비밀 창고에서 드러난 희귀 축구공들, 역사 속으로의 여행",1
"보스턴에서 6홈런을 기록한 최지만, 다음 타격 목표는 40홈런 달성",1
"현대모비스 농구팀, 조동현 전 감독의 리더십으로 새로운 도약을 꿈꾸다",1
"류현진의 32이닝 연속 무실점, 한국 야구 역사상 새로운 기록 세우다",1
"한국 선수들의 올림픽 순위 경쟁, 개인 성과보다 팀의 성공을 우선시",1
"대전 KB손보 vs IBK 전투, 2팀의 연승을 결정짓는 경기 예고",1
"한국 야구 FA시장, 구단 역대 최다 우승주자인 윤성환의 행보 주목",1
"농구 월드컵 승리의 주역들, 아시아 예선에서도 중국을 제압할 자신이 있다",1
국회 운영위 압박 속에 진행된 패스트트랙 수사에 대한 논란이 계속되고 있다.,2
김창보 중앙선거관리위원 후보자에 대한 인사청문회가 18일 개최될 예정이다.,2
대구시장 선거에서 권영진 후보가 신명여중 선거사무실 앞에서 투표를 진행했다.,2
문재인 대통령의 대북 정책에 대한 국민들의 관심이 점차 사그라들고 있는 것으로 나타났다.,2
세브란스병원에서 이희 씨의 사고 사태에 대한 조사가 진행 중이다.,2
바른미래당 내부의 질투와 몸싸움으로 인해 폭발적인 분위기가 조성되고 있다.,2
정부와 민간이 함께 대북 전단 발포에 대해 표현의 자율성과 주민 안전을 고려해야 한다는 목소리가 높다.,2
박 대통령이 국회에 법안을 제출하자 민지 호소단이 강력히 반발했다.,2
부산 변0더주 4곳 앞에서 이재명 후보가 선두를 달리고 있다.,2
검찰이 국회 운영위 등에 압박을 가하면서 패스트트랙 수사에 대한 논란이 심화되고 있다.,2
OECD 미래부에서 개최된 과학기술정책 워크숍에 한국 대표단이 참석,3
충북 지역 교육청과 교사 노조 간의 협상이 한창,3
대우조선과 산의 38년 간의 긴밀한 관계가 폭로됨에 따라 압수수색 진행,3
아 9호 단체 참사 사건에 대한 6CBS와 MBC의 보도 책임에 대한 논란이 계속,3
고대영 전 KBS 사장의 해임에 대한 불복 소송이 패소됨,3
김 단위 77명이 섬진강댐을 방문한 사고로 인한 사망자 발생,3
일본 도쿄 주택가 연못에서 토막된 시신 발견,3
한국인터넷진흥원이 랜섬웨어 예방을 위한 암호화 기술 연구에 착수,3
경찰 특수사건 대응팀 대표가 특수수사과 간판을 제시하며 분리 주장,3
지역 사회의 삶의 질 향상을 위해 시민들과 협력하는 새로운 프로젝트가 시작됨,3
"KT, 아 이미지스와 협력하여 터치 스크린 압력 센싱 기술 개발에 박차 가한다.",4
"카카오, 모바일 게임 업체에 이어 로봇모듈에도 투자 확대한다.",4
"정부, 지능정보사회 대비 국가 종합대책 수립에 박차를 가한다.",4
"법제도 개혁, 짝 단백질 제조 규제 완화에 초점을 맞춘다.",4
"갤럭시 4 출시 후 첫 2만 2천 대 판매 실적, 시장 반응 긍정적.",4
"미웨 사태로 인한 LN OG 망 피해, 국내 IT 기업들의 글로벌 경쟁력 약화 우려.",4
"카카오엔터프라이즈 출범, 기업형 IT 플랫폼 구축에 앞장선다.",4
"평창 동계올림픽에서 베일로봇 HS의 성과, 로봇 기술 발전의 상징적 순간.",4
"SK텔레콤, 고객 맞춤형 네트워크 서비스 제공을 위한 기반 구축에 힘쓴다.",4
"국내 기업들, 미래 지능화 시대에 대비한 혁신적 기술 개발에 집중한다.",4
제조업 경기 전망 지수가 역대 최저치에 달할 전망,5
주택 시장의 안정화를 위해 카뱅크들이 택금융과 4차 산업 발전 협력,5
웨이포트의 상장 폐지 신청이 6월 22일에 예정되어 있음,5
페인트 공업사의 연결 영업이 88억 원 54% 증가,5
내업 회사의 채권 발행 급증에 대한 우려가 증폭,5
1등 주식시장 관찰 대상인 박 9호 사장의 행보 주목,5
"핀테크 위크에 당국이 참여할 레그테크, 서브테크 기업 모집 계획 발표",5
코스피 주가 하락세가 마침내 종결,5
흥국운용이 350억 원 규모의 중순위 인수금융펀드 1호를 결성 완료,5
"미래에셋, 삼성증권, LG전자가 자사 성장 방향성에 대한 재평가로 목표가 조정",5
중국과 미국 간의 군사적 긴장감이 고조되고 있다.,6
중국의 CBM(중거리 미사일) 발사 시험에 대한 미국의 우려가 커지고 있다.,6
"이와 동시에, 미국과 이란 간의 체포와 구금에 대한 갈등도 계속되고 있다.",6
중국 내에서 인플루엔자 확산에 따른 의료 위기 상황이 악화되고 있다.,6
유럽에서는 프랑스와 이란 간의 핵 문제와 관련된 갈등이 심화되고 있다.,6
중국 내 앱 기업들의 부당한 행위가 지속되고 있다.,6
중국 정부는 톈안먼 진압 당시의 잘못을 반성하고 있다.,6
이탈리아에서는 전통적 가족 가치에 대한 논란이 계속되고 있다.,6
터키의 에르도안 대통령은 미국에 러시아로부터 400대의 미사일 구매를 중단하라고 압박하고 있다.,6
시아시티의 상업 지역에 무인 비행기(BP3) 사고가 발생했다.,6
가나 출신 K-팝 그룹 '판'의 멤버인 지줬죠가 30년 만에 솔로 데뷔를 앞두고 있다.,0
세계문화관이 국립중앙박물관의 이집트 미라 전시를 맞이해 개관했다.,0
유동훈이제원 작가의 사진전이 미술소식계에서 화제가 되고 있다.,0
새해 첫날인 대천일에는 전국적으로 아침 기온이 영하 10도까지 떨어질 것으로 예상된다.,0
제주도 산간 지역에 오전 3시에 갑작스러운 호우가 발생해 보호우경보가 발령됐다.,0
교통정책의 미래를 모색하는 '교5'가 발표된 바 5년 만에 큰 성과를 거두었다.,0
"내년 추석을 맞이해 월미도에 새 모노레일이 들어선다면, 기존 모노레일의 수치를 크게 뛰어넘을 것으로 전망된다.",0
수능 시험을 마친 학생들을 위한 관람오세가 전국적으로 무료로 제공되고 있다.,0
해수욕장에서 여름 휴가철 피서인파를 맞이한 은 시에도 관광객들의 발길이 끊이지 않고 있다.,0
"리버풀 FC의 4위 경쟁, 스토크 시티 41대패 후 승점 차지",1
"SK 와이번스의 신인 선수 교육 강화, 새로운 팀 문화 조성 기대감 상승",1
"메시의 골 폭격기 활약, 챔피언스리그 유벤투스전 30승 달성",1
프로야구 초청 라운드에서 독립리그 출신 루도루의 활약 주목 받음,1
"SASS 시애틀의 2루수, 2경기 연속 2안타로 주루 플레이 빛남",1
"1이트삭수의 그달 영, 애인과 4년간 7천34달러 지출에 감동",1
"배구 대표팀 감독 임도헌라바리니, 서보령 짧은 상견례 후 임명",1
"MLB 워싱턴, 감독 총력전 선언... 스트라스버그도 불펜 대기",1
"프로야구 SK 와이번스, 신인 상시 교육 프로그램 개선 추진",1
"축구 클럽 우리카드, 펠리페 영입 후 시즌 2번째 외국인 교체",1
한일 정상회담 후 북한의 핵실험 우려가 고조되고 있다.,2
미·일 당국자들의 통화에서 양국 간의 긴밀한 협력이 확인됐다.,2
공군 우주 정보 상황실은 북한의 광명성 4호 위성에 대한 감시를 강화하고 있다.,2
경원 의원 내대표의 파란만장이 이어지면서 1년 만에 교체됐다.,2
"대선 전망에 대해, 일리안 지의 지지율 상승과 고용 문제가 주요 이슈로 떠오르고 있다.",2
자영업자 2시장 활성화를 위해 특별 포엄 축사가 열렸다.,2
민수연구원 보7 논란이 지속되면서 정국 전략에 집중 포화상태에 달했다.,2
새누리당 내 공천 과정에서 단수천 공천 확정 후 3당의 낙선 비율이 높아졌다.,2
국정원은 북한의 사이버 테러가 현실화되고 있다고 경고하면서 내일 긴급 대책 회의를 개최한다.,2
"박 대통령은 국회에서 법안 마무리 후, 지면 지지 호소의 종합 대응을 시도했다.",2
"충북 도 교육청, 정직 콘텐츠 경진대회에서 우수상을 수상",3
"SKT, 설 연휴에 이동 애프터 서비스 센터 운영 계획 발표",3
"시흥시, 민선 7기 기간 내 10만 개의 일자리 창출 목표 설정",3
랜섬웨어 국내 해 신고 4사 '총 5총 1건' 기록,3
"MBC, 게시판을 통한 신입사원 공개 채용 공고 발표",3
학교 정규직 지방인 출신 기자 회견 개최,3
"5기자회 219차, 원인 미상의 작가 LQ 선정",3
언론인 조롱 사태로 용인 시의 '족장애인 시인' 논란 해소 필요,3
"정부, 5기자회 219차 원의견 125표로 LQ 선정 지지",3
"시민단체, 장애인 시인에 대한 폭력 사례에 대한 단속 강화 촉구",3
최근 연구팀이 뇌의 신경망 형성과 유지 메커니즘을 밝혀내는 중요한 발견을 했습니다.,4
"이 발견은 인공지능(AI) 분야에 큰 영향을 미칠 것으로 예상되며, 자율주행 기술 개발에도 도움이 될 것입니다.",4
"한편, IT 기업들은 지속가능한 성장을 위해 녹색 IT 전략을 적극적으로 추진하고 있습니다.",4
"예를 들어, 카카오는 국내 대표 기업형 IT 플랫폼을 구축하기 위해 카카오엔터프라이즈를 출범시켰습니다.",4
"또한, 게임 개발사인 넥슨 게에도 투자가 쏟아지고 있는데, 아이펀팩터가 전적 주주로 등극했습니다.",4
미래 산업을 선도할 VR/AR 기업들을 발굴하기 위한 펀드 운용사로 케이큐브벤처스가 선정되었습니다.,4
"자율주행 모터쇼가 판교에서 개막했는데, 이는 자율주행 기술의 발전을 알리는 자리였습니다.",4
버그리 교통 앱 '8버그'이 택시 업계에 새로운 경쟁자를 만들어내고 있습니다.,4
KTQ5의 반쪽을 보유한 YC 플랫폼이 성인식 데이터를 수,4
"내일부터 이통사들의 약정요금이 대폭 할인될 예정이다. 이번 인상된 할인율은 2025%로, 소비자들의 지갑 사정을 덜어줄 것으로 보인다.",5
연일 상승세를 이어가는 원달러 환율이 오늘도 상승했다. 이는 수출 산업에 활력을 불어넣을 수 있을 것으로 전망된다.,5
엔터테인먼트계의 대형 기업 YG 엔터테인먼트가 신곡 발매를 앞두고 'NT닻'이라는 새 앨범을 공개했다. 이번 앨범은 팬들의 기대에 부응할 것으로 보인다.,5
주식시장의 변동성을 완화하기 위해 프럼파스트는 자사주에 대한 시간외 거래를 허용하기로 했다. 이는 투자자들에게 유동성을 제공할 것이다.,5
여성 등반가가 33층짜리 빌딩을 력소기 흡입을 통해 정상에 오르는 장관이 포착되었다. 이는 인내와 끈기의 상징이 되었다.,5
중소 증권사에 투자일임형 ISA 도입을 추진하는 움직임이 보인다. 이는 개인 투자자들에게 더 많은 혜택을 줄 수 있을 것이다.,5
412CE라는 은행의 신,5
인도네시아의 발다르 사태로 인한 피해가 계속되고 있습니다.,6
인도네시아 대통령 조코위는 스마트폰 사용에 전혀 관심이 없다고 밝혔습니다.,6
영국의 브렉시트 협상단은 EU 측의 7가지 요구 사항 중 하나라도 충족되지 않으면 협상 연기를 주저할 것이라고 경고했습니다.,6
중국의 반독점 규제가 또 한 번 논란의 중심에 올랐습니다. 이번에는 에릭슨이 위반 의혹을 받고 있습니다.,6
IS의 해상 능력은 점차 약화되고 있는 것으로 보입니다. 그들의 주요 운송 수단이 제거되고 있죠.,6
"영국 부모가 미국에서 차 사고로 아들을 잃은 뒤, 미국 정부에 소송을 제기했습니다.",6
리비아에서 이탈리아 인질들을 구출한 작전이 성공적으로 마무리되었습니다.,6
2024년 국제공학대회에서 6개국과 33개 기관이 참여할 예정이라고 발표되었습니다.,6
"가자 지구에 대한 이스라엘 공습이 계속되고 있는데, 이는 안보정책에 대한 대응으로 보입니다.",6
이스라엘 군대는 이미 사망한 팔레스타인 용의자를 집단,6
경기 전역에서 먼지공습 주의보가 해제되었습니다.,0
국립중앙박물관의 새로운 전시 '세계물음화관'이 이집트 미라 등 다양한 유물을 선보이며 개관하였습니다.,0
서울의 대표적인 서점 '라인서점'이 교영풍 양의 강도로 인수되어 문고풍의 분위기를 느낄 수 있게 되었습니다.,0
장미의 이름을 새롭게 정한 책이 젊은 독자들 사이에서 큰 인기를 끌고 있습니다.,0
은경 울7호 대표가 악기를 기증하였습니다.,0
서울시립미술관에서 추상화가 한묵의 첫 유고전 전시가 열렸습니다.,0
대관령 지역에서 183도까지 내려간 기온이 3일째 맹추위 동해안 건조특보를 발령하였습니다.,0
산마을 주민들이 폭설로 인해 길이 막히면서 어려움을 겪고 있습니다.,0
한 나라의 새로운 왕족이 국민의 기도를 받는 장소로 선정되었습니다.,0
서울의 기온이 91도에 달하면서 여름의 열기가 가득했습니다.,0
류현이 한국 야구 역사상 처음으로 MLB 첫 올스타 선발 투수로 활약 중이다.,1
챔피언스리그 티켓을 두고의 강렬한 경쟁이 본격적으로 시작됐다. 최소 5팀이 진출 가능성이 높다.,1
"셔저는 7이닝 무실점으로 11승째를 기록했으며, 루류와의 경쟁이 치열하다.",1
