text,target
"한국의 디지털 문화 콘텐츠 산업, 글로벌 시장 진출을 위한 노력 가속화",0
"야구 팬들의 관심이 집중된 아시안게임 예비 엔트리에 오지환, 박해민 등 KBO리그 스타들이 포함",1
20월드컵에서 이광야의 주목받는 활약이 예상되는 스타일의 경기가 펼쳐질 전망,1
KBO리그 3IS 리그와 LGU Pya에서 더욱 치열한 경쟁이 예상됨,1
WK리그 대제16전에서 수원과 무부종의 경쟁이 뜨거워질 전망,1
프로농구 8트로피에서 이현드 팀의 MVP 경쟁이 뜨겁게 전개될 전망,1
"MLB닷컴 랭킹에서 추신수 176위, 류현진 188위, 강정 190위 등 한국 선수들의 순위가 주목받음",1
주니어 올스타 홈런 더비에서 게레로 주니어의 신기록 세우기가 예상됨,1
야구 선수들이 순위 경쟁에 신경 쓰지 말고 페이스를 유지해야 한다는 조언,1
"NC 다이노스의 봉승 2승, 4승까지 달성할 수 있을까?",1
"KBO리그 선수 소사 4탈, 봉승 2승 등 NC",1
북미 정상회담의 취소가 체제의 안정성에 미치는 영향에 대한 논의가 활발하다.,2
미국과 한국의 대외적 위상 강화를 위해 혁신적 관리 방안을 모색하는 중이다.,2
김정은의 제3차 평양 정상회담 주최로 과학자 거리를 좁히려는 움직임이 보인다.,2
장애인 정책에 대한 발표가 있어 사회적 관심이 집중되고 있다.,2
북한의 사드 배치가 주변국에 미칠 1차적 타격에 대한 우려가 커지고 있다.,2
김정은의 연말 방문 가능성에 대한 외교 안보 수석의 심의안이 93페이지 분량으로 제시됐다.,2
한나라당의 0대 총선 선거구 지정을 2대 총선 선거구로 변경할 움직임이 보인다.,2
북한 통일민주전선의 0돌 중보고회가 열려 논의가 진행되고 있다.,2
"검색 엔진 개편, 사용자 경험 향상에 기여할 것",3
기업 리더십의 변화: 자체 플랫폼 구축 추진,3
관광 산업 활성화를 위한 협력체계 구축 추진,3
국제 무역 활성화를 위한 세계인무역협회 역할 확대,3
개인정보 보호 강화를 위한 카카오톡의 URL 검색 제한 조치,3
"애플, 코로나19 대응 기금 마련에 앞장서",3
노동자 복지 강화를 위한 민주노총의 코로나19 극복 비용 부담 주장,3
SNS 콘텐츠 선물 규제 완화 논의 속보,3
교육 기회의 확대를 위한 교통 인프라 개선 추진,3
정치적 공정성 확보를 위한 청와대의 이석수 특별감찰관 수사 의뢰 지지 표명,3
"한국 IT 기업들, 해외 시장 점유율 확대에 힘쓰며 성장",4
"SKT, 5G 기술 기반의 스마트 시티 구축에 앞장서",4
"인공지능 기반의 자율주행 기술, 교통 안전성 향상 기대감 상승",4
"국내 게임 업계, 해외 시장 진출을 위한 노력 가속화",4
"카카오, 글로벌 플랫폼 확장 추진 속도 높여",4
"스마트폰 카메라 기술 발전, 사진 품질 개선 기대",4
"IT 기업들, 환경 보호를 위한 탄소 중립화 노력 강화",4
"인공지능 기반의 의료 기술, 질병 조기 진단 및 치료 기대",4
"스마트 홈 기기 시장, IoT 기술 발전으로 성장 가속화",4
"국내 IT 인재 유치, 글로벌 경쟁력 강화 추진",4
"IT 기업들의 자체 플랫폼 구축 추세가 지속되고 있음에 따라, 스마트 홈 기기 시장의 성장 동력이 될 것으로 전망",5
"최근의 아파트 거래량 감소에도 불구하고, 평균 거래가는 상승세를 보이고 있어 부동산 시장에 긍정적인 신호를 보내고 있음",5
독일의 업체인 플란트스템과 한국의 1테오닉이 체결한 기본 계약은 한국의 산업용 로봇 수출 확대에 기여할 것으로 보임,5
STJ 레콤의 분기 영업이익 상승은 코로나 이후 회복세의 지속을 시사,5
CJ ENM의 플레디스엔터 인수 추진은 콘텐츠 산업의 다각화와 성장 전망을 밝힘,5
근래중공업의 대규모 산업용 로봇 수주가 한국의 제조업 부흥에 기여할 것으로 전망,5
중도금 대출 제한 완화와 청약저축 신청 순위 1위 마감은 주택시장의 안정화 추세를 반영,5
에스유의 스플7 제조비 급계약은 반도체 산업의 지속적인 성장을 예고,5
네이버 투 백금,5
역사 속 인물들에 대한 관심 증가로 전통 문화 유산 보존에 힘 실리다,6
글로벌 경제 불안정성 지속으로 해외 직접투자 감소 추세,6
트럼프 행정부의 대외정책에 대한 비판의 목소리 높아짐,6
일본의 재난 상황에 대한 국제 사회의 연대와 지원 필요성 대두,6
"남미 지역 내 정치적 불안정성 지속, 국제사회의 개입 의견 분분",6
"아시아 지역 내 군사적 긴장감 고조, 다국적 군사 연합 추진",6
"필리핀의 군사적 동향 변화에 주목한 미국, 관계 재평가 검토 중",6
"국제사회, 미시리아 안보 상황 개선을 위한 다자간 협력 강조",6
역사적 인물의 정치적 상징성 재평가에 따른 정치적 변화 기대감 상승,6
"글로벌 경제 위기 속에서 문화 산업의 역할 강조, 지원 정책 요구",6
"한국 미술계, 전통과 현대의 융합을 모색하는 아카이브 전시 활성화",0
"제주도, 극한 기후 변화에 대비한 포근산 간 호우 대비 체계 구축",0
"창녕 지역, 고온 대응 물놀이 체험 축제로 여름 더위 극복",0
답이 보이지 않는 시대 속에서 힘을 내어 앞으로 나아가는 한국인들의 이야기,0
시대정신을 담은 패러디 시가 새로운 표현 방식으로 주목받는 현상,0
사진으로 기록된 역사 속 인물들의 삶과 업적을 기리는 전시 개최,0
미술과 민주주의의 상호작용을 탐구하는 국제 심포지엄 개최,0
폭염 속에서도 예술을 즐기는 시민들을 위한 야외 전시 확대,0
"한국 사회, 미래를 향한 답을 찾기 위한 노력의 중요성 인식 상승",0
문화유산 보존과 발전을 위한 정부 지원책 강화 추진,0
야구 선수들의 부상 관리와 복귀 전략에 대한 관심 증가,1
스포츠 팀들의 전략적 인수 및 영입 활동 활발,1
선수들의 개인 성장과 팀 성적 향상을 위한 노력에 대한 주목,1
감독들의 전술적 접근 방식 변화와 경쟁력 강화 노력,1
야구 팬들의 팀 로열티와 선수 인기에 대한 관심 증대,1
부상 예방과 치료 기술 발전의 필요성 인식 상승,1
외국인 선수 영입이 팀 성적에 미치는 영향 분석,1
선수들의 몸무게 관리와 건강 유지에 대한 주의 깊은 관심,1
선수 계약 조건의 혁신과 창의적 인센티브 도입 추세,1
스포츠 관련 부동산 시장의 활성화와 관련된 흥미로운 동향,1
"한국 정부, 안보 위협에 대응하기 위한 내부 안전 강화 노력",2
한반도 정세의 변화에 따른 북미 정상회담의 중요성 증대,2
야당의 내부 분열과 갈등으로 인한 정치적 불안 증폭,2
국가 기밀 정보 보호를 위한 감찰관의 역할 강화,2
정부와 국민 간의 신뢰 회복을 위한 청렴성 강조,2
올림픽 시기 맞이해 대통령의 선수단 지원 정책 강화,2
공공 기관 내 부패 방지를 위한 정무직 공직자들의 역할 강조,2
경제 위기 속에서도 국가 안보와 발전을 위한 투자 지속,2
대통령 직속 비서실장의 역할 강화와 기회 공평성 확보,2
정상회담 후 한반도 평화 구축의 길에 대한 지속적 논의 필요성,2
"한국 미래부 창의재단, SW 교육 활성화를 위한 교사 연구회 모집",3
"올림픽에 대한 국민의 반응, 소셜 미디어 플랫폼에서 폭발",3
"KT, 1등 온라인 쇼핑몰로 자리매김",3
"EBS, 청년 대학생 기자단 설립",3
"MBC, 조국 퇴근 토론 프로그램 개시",3
"TBN 제주, 2백년 역사를 기념하는 특별 생방송",3
"과학기술정보통신부, 창립 50주년 기념 사업 추진",3
"KBS, 일상 속 바꾸는 국민 영상 공모 진행",3
"온에인, XR 기술을 활용한 교육 오픈 스쿨 설립",3
"관광업계, 외국인 관광객에 대한 인식 개선 노력",3
SKT의 새로운 플랫폼 '플로' 출시로 인한 AI 기반 맞춤형 서비스 확대,4
국내 통신사들이 1년 내 2조 원 규모의 투자를 가속화,4
5G 가입자 100만 명 돌파로 인한 고속 인터넷 시장 확대 전망,4
유튜브가 MLB 경기 생중계 콘텐츠 독점으로 스포츠 중계 시장 선점,4
구글 홈의 서비스 부족 문제에도 불구하고 인공지능 기술 발전 속도 유지,4
LG유플러스의 파손 도움 서비스 확대로 고객 만족도 상승 기대,4
페이스북 메신저의 암호화 기능 강화로 프라이버시 보호에 주력,4
전자 UV 씽큐 기술 도입으로 통신사 예약 판매 확대 전망,4
갤럭시 노트8 주말 출시로 스마트폰 시장 활성화,4
불법 보조금으로 인한 스마트폰 시장의 혼란 속 개선 기대,4
한화ZS리테일의 입장 변화에 따른 주가 변동성 분석,5
장기가레인의 무상증자 결정과 주가 상승 가능성 탐구,5
비트코인 중국 출국금지와 사기 사건의 연관성 조사,5
21월 해제과식품 등 28만 주의 보호 지위 해제 후 예상 시장 반응,5
기업의 95억 규모 자본 증자와 그 영향에 대한 분석,5
대신증권의 아시아 레퍼시픽 신IXE 지수와 그 영향 예측,5
전국 미분양 주택 수치의 12개월 연속 상승과 그 원인 탐구,5
신용대출 급증과 가상화폐 시장 간의 상호작용 분석,5
금융산업의 장기 전망과 1금융차기 장기 채권 발행의 성공 가능성 평가,5
수입 삼물 시장의 2분기 실적과 그에 따른 기업 이익 동향 예측,5
트럼프의 해외 정책 비판에 대한 반응: 세계 각국의 언론사들이 트럼프 행정부의 국제적 행동에 대해 다양한 의견을 표명하고 있다.,6
"중화인민공화국 경제 위기: 위안화 가치 하락으로 인해 생활비가 급등하고 있으며, 이는 사회 불안 요인으로 작용하고 있다.",6
기술 기업들의 글로벌 확장: IT 기업들이 자체 플랫폼을 구축하고 스마트 홈 기기 시장에 진출함에 따라 글로벌 시장 점유율을 높이고 있다.,6
"국제 테러 대응: 팔레스타인과 이스라엘 간의 갈등으로 인한 테러 사태가 지속되고 있으며, 이는 국제사회에 큰 우려를 불러일으키고 있다.",6
북한 핵 문제 회담 재개 논의: 클린턴 외교 책사와 같은 국제 사회 인사들이 북핵 6자회담의 재개를 주장하면서 신중한 접근을 촉구하고 있다.,6
"무기 거래 논란: 에르도안 총리가 러시아로부터 400억 달러 규모의 무기 구매를 추진하고 있으나, 이는 국제사회의 강력한 압박을 받고 있다.",6
언론의 자유와 공정성 문제: 트럼프,6
지역 사회 발전을 위한 새로운 시설 개장 소식,0
기상청 발표에 따르면 이번 주 주말에는 강수 확률 증가 예상,0
국내 관광지 인기 상승에 따라 어촌 체험 마을 추천 증가,0
지역 사회 안전 강화를 위한 조직의 활동 소식,0
시인 및 예술 단체가 주관하는 문화 시상식 개최 소식,0
지역 경제 활성화를 위한 새로운 사업 모델 시도 소식,0
지역 주민들의 여름철 휴가 계획에 대한 조언 제공,0
지역 사회 문제 해결을 위한 새로운 협력체제 구축 소식,0
지역 역사와 문화를 소개하는 새로운 전시회 개최 소식,0
지역 주민들의 심리적 안정을 위한 새로운 프로그램 운영 소식,0
"한국 프로축구, AI 기술 도입으로 비디오 분석 확대 추진",1
"아시안게임 축구 대표팀, 예비 엔트리 109명 명단 발표",1
"월드컵 축구, 진짜 짝퉁 구분에 성공한 한국의 승리 기쁨",1
"Kelley 선발 대비, 두산 베어스 KSC 6번 선수 중 1명 선택",1
아가메즈 33점 기록에도 불구하고 KB손해 패배,1
"IBK기업은행 감독 김우재, 부상으로 고통받는 김희진 종아리 관리에 주력",1
"아시안게임 축구 예선, 한국 3위로 조 1위 진출 가능성 높아짐",1
"키움 히어로즈, 18승 5패 기록 속 1위 유지",1
"최지만, 3경기 연속 타점과 2루타 포함 멀티히트 기록",1
"한국 축구 팬들, 월드컵에서 진짜 승리의 기쁨 기대",1
한국 내 정치적 갈등 속에서 야당 연대가 어려움에 부딪히고 있다.,2
정부의 부패 문제에 대한 대응이 여론의 불만을 가중시키고 있다.,2
남북 관계의 긴장 상태가 지속되면서 대화의 틀을 찾기 어려워지고 있다.,2
정당 내부의 개혁 요구가 강조되고 있으나 실질적 변화가 미뤄진다.,2
선거권 박탈 문제로 인해 정치인들의 출마 자격에 대한 논란이 계속되고 있다.,2
북한의 핵 문제와 관련된 국제 정세가 한반도 상황을 더욱 복잡하게 만든다.,2
정부와 야당 간의 의사소통 부재로 정책 실행에 어려움이 겪히고 있다.,2
정치적 갈등 속에서 정당의 당대회가 연기되거나 취소되는 사례가 늘어나고 있다.,2
시민들의 불만이 지속되면서 정부와 정당에 대한 신뢰도가 하락하고 있다.,2
한반도 상황의 불안정성은 국제사회에 큰 우려를 불러일으키고 있다.,2
안전 단속 카메라 설치 확대에 따른 사회적 논란,3
스마트폰의 신용카드 보안 기능 강화에 따른 시장 확대 전망,4
AI 기반의 명상 스트레스 해소 앱이 인기 상승,4
자율주행 기술의 발전으로 모터쇼 참가 차량 증가 예상,4
유튜브의 자동 영문 자막 서비스 확대가 글로벌 시청자층 확보에 기여,4
헬스케어 분야에 적용되는 테라헤르츠 파장 기술의 새로운 응용 사례 발표,4
KI 암 치료 기술 개발 속도 가속화에 따른 투자 증가 전망,4
스마트 홈 기기 시장의 성장 동력으로 AI 기반의 개인화 서비스 확대,4
5G 통신 기술 기반의 국제 표준 데이터 전송 시스템 상용화 추진,4
"LG전자, 실속형 스마트폰 시리즈로 중저가 시장 공략 강화",4
"KT, 자율주행 모터쇼 판교 행사 후속 조치로 무인 셔틀 서비스 확대 계획 발표",4
기업 리더십의 윤리적 문제가 대두되면서 사회적 책임 강조,5
달러 환율이 상승세를 이어가며 수출 기업들에 부담,5
스마트폰 판매량에서 10대 세대가 주도 역할을 함,5
도시 재개발로 인한 주거 밀집 문제가 심화,5
부동산 투자 펀드에 대한 투자자들의 관심 증가,5
증권 시장의 새로운 상품들이 부상하며 투자 환경 개선,5
기업의 해외 진출을 돕기 위한 북한과의 협력 기금 확대,5
삼성 그룹 내부의 경쟁 구조 변화에 따른 주가 변동성,5
전기차 시장에서 삼성전자의 경쟁력 강화를 위한 노력,5
기업의 장기적 성장 전략 수립에 중점을 둠,5
아시아 경제 동향: 아시아 지역의 경제가 세계 경제에 미치는 영향,6
한반도 정세 분석: 한반도 상황을 중국의 시각에서 바라본 사진과 함께,6
2차 배당과 주식 시장: 기업들의 배당금 지급과 주식 시장의 반응,6
국제 사고 사건: 해외에서 발생한 사고로 인한 가족의 슬픔과 국제 사회의 반응,6
카타르와 UAE의 화물 운송: 중동 지역의 외교적 긴장 해소와 경제 활동의 회복,6
전쟁 범죄 책임 인정: 국제 사회의 노력으로 전쟁 중 범죄에 대한 책임을 인정받는 사례,6
금융 규제 강화: 금융 거래의 투명성과 안정성을 위해 정부가 시행하는 규제 강화,6
사이버 공격 대응: 국가 차원의 사이버 공격에 대응하는 전략과 대책 마련,6
국제 협력의 중요성: 국제 사회가 공동으로 직면한 문제에 대응하기 위한 협력의 필요성,6
북한의 사이버 위협: 북한의 사이버 공격 집단이 국제 금융 기관에 미치는 영향,6
야간 문화 행사들이 관광지 인기를 끌며 지역 경제에 긍정적 영향 미침,0
"제주도 문화 축제들, 관광객 유치와 지역 발전에 기여",0
"판사들의 독립성 침해 논란, 대형 서점의 영향력에 대한 우려 제기",0
"해외 거주민들의 작품 전시, 다문화 사회의 풍요로움 반영",0
"거창의 연극제, 지역 예술 발전의 중요한 플랫폼으로 자리매김",0
"가을철 날씨가 지속되면서 충청남도 지역, 쾌적한 날씨 환경 유지",0
"미국 대선 전망, 클린턴 재단 후폭풍이 트럼프-힐러리 경쟁에 영향을 미칠까?",0
"문학 교육의 중요성 강조, 고전 서양 문학 작품 '오디세이아'의 가치 탐구",0
"해양 생태계 체험을 통한 어촌 관광, 지속 가능한 지역 발전 방안 모색",0
지역 예술과 문화 행사들이 지속 가능한 지역 경제 발전의 핵심 요소로 자리잡음,0
"한국 야구계, 류현진과 강정호의 우수한 성적에 주목",1
베트남에서 '런닝맨'의 김학범이 4강 진출에 성공,1
"광주동성고, 청룡기 우승 후 5천만원 후원금 받음",1
"다저스 버츠의 류현진, 강정호와 함께 1위 평균자책점 지킴",1
"롯데 자이언츠, 이대호의 연타포로 시즌 첫 승리 거둠",1
"한국 농구, KBL 전망대에 SK가 상위권 도약 가능성 예상",1
"KGC 인삼공사, 이적생 트리오가 활약하며 신화 창조",1
"벤투호 주장, 아시안컵 최종전 중국 UAE에 도착",1
"한국 야구, 사령탑 시코 오 감독의 월드9천재 팀 지휘",1
"포수 최환, 다저스 버츠에서 류현진과 함께 4 담당 포수 중 최고의 성적",1
남북 정상회담의 성공 여부에 달려 고위급 회담 장소 및 일정 결정,2
북한의 핵 문제 해결 없이는 한미 동맹에 심각한 위협이 될 것,2
"대통령, 북한 리더십과 연쇄 통화를 통해 미사일 위협 대응책 논의",2
정당당대회에서 제안된 미국과의 군사적 연합 계획에 대한 의견 분분,2
정당의 원 8책 회의에서 홍영표 대표가 주도한 대북 정책 논의,2
"민주당의 국회 보이콧 위협은 헛된 것, 중단할 것을 당당히 촉구",2
"여야 간의 대화가 필요한 시점, 개헌안 제안에 대한 긍정적 반응 기대",2
"청년 일자리 창출을 위한 정부의 노력, 실질적 방안 마련에 초점",2
"북한의 군사적 위협에 대한 경고와 중압박, 대통령의 대응 방안 논의",2
"남북 정상회담 결과에 대한 청와대의 기대감, 보고서 발표 앞두고 긴장감 고조",2
대형마트 휴업 논란 속에서 소비자들의 불만 증가,3
정규직과 비정규직 간 임금 격차 해소 요구가 높아짐,3
수상한 차량의 행동에 대한 대중의 우려가 높아짐,3
외국어 능력이 부족한 공직자들의 신고 절차 개선 필요성 제기,3
공항과 관광지 인근의 교통 혼잡 문제 해결을 위한 노력 필요,3
양극화 심화로 인한 사회적 불평등에 대한 언론의 관심 증가,3
해외 콘텐츠 플랫폼이 한국의 코로나 대응 방식에 적극 반영,3
개인정보 보호 강화를 위한 위치정보 사업 규제 확대 추진,3
관광객을 위한 바가지 요금 집중 단속 강화로 인한 소비자 안전 보장,3
단식 중단과 관련된 의혹에 대한 사회적 감찰 강화 요구,3
"버라이즌의 인수 가격 인하 계약 취소 후, 기업의 저울질이 계속되고 있다.",4
AI 기반 이미지 추천 기술을 통해 네이버의 수색 서비스가 급속도로 성장하고 있다.,4
KT와 공동으로 데이터 중심 스마트시티를 구축하기 위한 협력이 확대되고 있다.,4
39 광년 떨어진 우주에서 지구와 유사한 크기의 삼형제 별들이 발견되었다.,4
카오 택시가 지 앱 8번 버그로 교통 앱 1위를 차지했다.,4
"올해 추석 당일, 지도 앱 사용자가 447만 명에 달해 역대 최다 기록을 세웠다.",4
그래픽 디지털 콘텐츠를 상품화하는 시도가 늘어나고 있다.,4
경희대에서 AI 카UI 메신저 3봇을 활용한 상담 서비스를 개발 중이다.,4
혜성 분리합체 과정의 반복적 발현이 관측되었다.,4
데이터 중심 AI 기술이 의료 분야에서도 점차 확대되고 있다.,4
"한국 증권사들, 개인투자자에 보너스 지급 확대 추진",5
"건설업계 기업들, 내년 영업 성과 전망 긍정적",5
"대한항공, 해외 노선 확장 계획 속도 낸다",5
"금융기관, 저소득층 지원 정책 강화 모색",5
"코스피 지수, 개인투자자의 매수 활동에 힘입어 상승",5
"대형 기업들, 성장 전략 재검토 속에 목표 상향 조정",5
"정부, 국외 출장 경비 정산 절차 간소화 추진",5
"중국, 비트코인 거래 제한 강화에 따른 국제 금융 시장 영향",5
"금융기관, 단기 대출 서비스 확대 추진",5
"통신사, 프리미엄 휴대폰 임대 서비스 확대 계획 발표",5
국제사회의 러시아에 대한 제재 강화 추진,6
보스니아 학살 사건에 대한 책임 소재 논란 지속,6
"미국-네덜란드 연합군, 호르무즈 해협 파병 결정",6
이란의 영공 침범 행위에 대한 국제사회 경계심 증대,6
"인도네시아 경찰, 고문에 대한 국제적 비판에 직면",6
성폭행 가해자에 대한 처벌 강화 요구가 증폭,6
"시리아 북동부에 미군 잔류 논의, 지역 안정성 확보 노력",6
보수주의 정당의 선거 패배로 인한 정치적 변화 예상,6
러시아-미국 갈등 속 에르도안의 외교 역량 시험,6
"국제사회, 우주 공간 무기화에 대한 우려 표명",6
충북 지역에 이어 청주에서도 열대야가 이어질 전망,0
베스트셀러 도서 '트렌드 코리아 2020' 3주차에 또 1위,0
"IT 기업들, 자체 플랫폼 구축 추진 속도 가속화",0
제주도 탐라 지역의 역사 문화를 즐길 수 있는 주말 행사 다수 개최,0
클린턴 재단과 트럼프 지지자 간의 격차가 줄어들고 있음,0
"인공지능 기반 스마트 홈 기기, 시장 점유율 상승세 지속",0
수림문 작가의 신작 '청춘의 센터' 출간 기념 행사 열리다,0
구3문학상 수상작 2편이 한 해 내에 화제로 떠오름,0
"원스토어 앱, 유통 수수료 인하로 소비자 호감도 상승",0
인기 만화 '만화3 스'의 새 에피소드 방영일 공개,0
한국 여자 배구 스타인 지소연의 활약이 계속되고 있음,1
프로농구에서 로건 토미슨 없이도 삼성의 우승 가능성이 높아지고 있음,1
골든스테이트 워리어스의 스타인 톰프슨 커리가 5연승을 기록하며 팀의 강세를 이끌고 있음,1
대한항공이 우리카드를 꺾고 3연속 우승을 달성했음,1
GS칼텍스도 1라운드에서 승리하며 좋은 시작을 함,1
문재인 대통령이 호주 총리와 친선 축구 경기를 치르고 1-1 무승부를 기록함,1
시티 리버 FC의 34인프라 확장 계획이 20년 만에 좌절됨,1
우리은행의 연봉 퀸 박혜진이 2년 연속으로 선정됨,1
IT 기업들이 자체 플랫폼 구축에 적극 나서고 있음,1
인공지능 기반 스마트 홈 기기들이 시장 점유율을 높이고 있음,1
북한과의 군사적 대화가 계속될 전망,2
"대통령, 북한 경제법안 처리를 위한 호소 강화",2
내일 예정된 남북 정상회담의 일정과 장소 결정 임박,2
"문희상 의장, 기자간담회에서 정책 방향 밝힘",2
"이정현 의원의 골목상권 침해 문제, 정치권의 주목 받음",2
여당과 야당 간의 협의가 필요한 시점,2
"정부, 민간 부문과 함께 북한 대응 방안 마련 중",2
정치권 내부의 단합을 위한 노력이 계속됨,2
남북 정상회담을 앞두고 대외적 관심 증대,2
북한 문제 해결을 위한 국제사회와의 협력 강화 추진,2
"공공기관의 규모 축소 추진, 자율성 강화를 위한 강도 대책 발표",3
"금융감독원, 종합 2차 보고서 발표를 앞두고 5년 내 임원 35명으로 인원 감축",3
"대학 내 동아리 활동으로 코로나 확진자 발생, 방역 조치 시행 중",3
